Held	Helden	N;NFIN	N;DAT;PL	C
Besprechung	Besprechung	N;NFIN	N;NOM;SG	C
Butzemann	Butzemann	N;NFIN	N;NOM;SG	C
Eutektikum	Eutektikum	N;NFIN	N;NOM;SG	C
attackieren	attackieret	V;NFIN	V;SBJV;PRS;2;PL	C
filtern	filteret	V;NFIN	V;SBJV;PRS;2;PL	C
Päckchen	Päckchen	N;NFIN	N;DAT;PL	C
schubsen	schubset	V;NFIN	V;SBJV;PRS;2;PL	C
Rückumlaut	Rückumlauten	N;NFIN	N;DAT;PL	C
erklingen	erklinge	V;NFIN	V;SBJV;PRS;1;SG	C
Element	Elementen	N;NFIN	N;DAT;PL	C
pilgern	pilgert	V;NFIN	V;IND;PRS;2;PL	C
Serverzugriff	Serverzugriffen	N;NFIN	N;DAT;PL	C
Bärenfell	Bärenfellen	N;NFIN	N;DAT;PL	C
Adlerbussard	Adlerbussarden	N;NFIN	N;DAT;PL	C
Zement	Zementen	N;NFIN	N;DAT;PL	C
blondieren	blondieret	V;NFIN	V;SBJV;PRS;2;PL	C
Nigger	Nigger	N;NFIN	N;NOM;SG	C
Entree	Entree	N;NFIN	N;NOM;SG	C
filzen	filzte	V;NFIN	V;SBJV;PST;1;SG	C
Schlaraffenland	Schlaraffenländern	N;NFIN	N;DAT;PL	C
Animation	Animation	N;NFIN	N;NOM;SG	C
Kerf	Kerf	N;NFIN	N;NOM;SG	C
Heteroatom	Heteroatom	N;NFIN	N;NOM;SG	C
Finanzministerium	Finanzministerium	N;NFIN	N;NOM;SG	C
Piratensender	Piratensendern	N;NFIN	N;DAT;PL	C
Verbrechen	Verbrechen	N;NFIN	N;DAT;PL	C
trompeten	trompetete	V;NFIN	V;SBJV;PST;1;SG	C
ballasten	ballaste	V;NFIN	V;SBJV;PRS;1;SG	C
nähen	nähet	V;NFIN	V;SBJV;PRS;2;PL	C
desensibilisieren	desensibilisierten	V;NFIN	V;SBJV;PST;3;PL	C
Bedenken	Bedenken	N;NFIN	N;NOM;SG	C
kitzeln	kitzele	V;NFIN	V;SBJV;PRS;1;SG	C
Halbzeit	Halbzeiten	N;NFIN	N;DAT;PL	C
Republikflucht	Republikflucht	N;NFIN	N;NOM;SG	C
kabbeln	kabbelet	V;NFIN	V;SBJV;PRS;2;PL	C
ertönen	ertönst	V;NFIN	V;IND;PRS;2;SG	C
Butike	Butike	N;NFIN	N;NOM;SG	C
Gefüge	Gefügen	N;NFIN	N;DAT;PL	C
überleben	überlebest	V;NFIN	V;SBJV;PRS;2;SG	C
konnotieren	konnotieret	V;NFIN	V;SBJV;PRS;2;PL	C
Indianer	Indianern	N;NFIN	N;DAT;PL	C
dümpeln	dümpelst	V;NFIN	V;IND;PRS;2;SG	C
addieren	addierest	V;NFIN	V;SBJV;PRS;2;SG	C
Kronsbeere	Kronsbeere	N;NFIN	N;NOM;SG	C
Blutgefäß	Blutgefäß	N;NFIN	N;NOM;SG	C
steuern	steuerst	V;NFIN	V;IND;PRS;2;SG	C
tattern	tattert	V;NFIN	V;IND;PRS;2;PL	C
wispern	wisperten	V;NFIN	V;SBJV;PST;3;PL	C
Türkenbund	Türkenbünden	N;NFIN	N;DAT;PL	C
Pflicht	Pflichten	N;NFIN	N;DAT;PL	C
peilen	peilst	V;NFIN	V;IND;PRS;2;SG	C
emittieren	emittiert	V;NFIN	V;IND;PRS;2;PL	C
Muhme	Muhme	N;NFIN	N;NOM;SG	C
funktionieren	funktionierte	V;NFIN	V;SBJV;PST;1;SG	C
Gemüt	Gemüt	N;NFIN	N;NOM;SG	C
Vagina	Vaginen	N;NFIN	N;DAT;PL	C
Marokkaner	Marokkanern	N;NFIN	N;DAT;PL	C
erwähnen	erwähnet	V;NFIN	V;SBJV;PRS;2;PL	C
Schlager	Schlagern	N;NFIN	N;DAT;PL	C
säuseln	säuselest	V;NFIN	V;SBJV;PRS;2;SG	C
Heiratsgut	Heiratsgut	N;NFIN	N;NOM;SG	C
Füchsin	Füchsinnen	N;NFIN	N;DAT;PL	C
demoralisieren	demoralisiere	V;NFIN	V;SBJV;PRS;1;SG	C
ducken	duckt	V;NFIN	V;IND;PRS;2;PL	C
Banknote	Banknoten	N;NFIN	N;DAT;PL	C
lavieren	lavierte	V;NFIN	V;SBJV;PST;1;SG	C
sedimentieren	sedimentiere	V;NFIN	V;SBJV;PRS;1;SG	C
Polyphosphat	Polyphosphat	N;NFIN	N;NOM;SG	C
sintern	sinterte	V;NFIN	V;SBJV;PST;1;SG	C
Katamaran	Katamaran	N;NFIN	N;NOM;SG	C
Flame	Flame	N;NFIN	N;NOM;SG	C
entrümpeln	entrümpelst	V;NFIN	V;IND;PRS;2;SG	C
bräunen	bräunst	V;NFIN	V;IND;PRS;2;SG	C
Finanzminister	Finanzministern	N;NFIN	N;DAT;PL	C
Wurzelwachstum	Wurzelwachstum	N;NFIN	N;NOM;SG	C
Fiebermittel	Fiebermitteln	N;NFIN	N;DAT;PL	C
verkleinern	verkleinerest	V;NFIN	V;SBJV;PRS;2;SG	C
observieren	observierst	V;NFIN	V;IND;PRS;2;SG	C
Arbeitsleistung	Arbeitsleistung	N;NFIN	N;NOM;SG	C
Membran	Membranen	N;NFIN	N;DAT;PL	C
narren	narret	V;NFIN	V;SBJV;PRS;2;PL	C
Schwester	Schwester	N;NFIN	N;NOM;SG	C
Grufti	Grufti	N;NFIN	N;NOM;SG	C
Höschen	Höschen	N;NFIN	N;DAT;PL	C
Aluminat	Aluminaten	N;NFIN	N;DAT;PL	C
hintertreiben	hintertrieben	V;NFIN	V;SBJV;PST;3;PL	C
frikassieren	frikassiert	V;NFIN	V;IND;PRS;2;PL	C
Campingplatz	Campingplätzen	N;NFIN	N;DAT;PL	C
Fiesling	Fiesling	N;NFIN	N;NOM;SG	C
Einwirkung	Einwirkungen	N;NFIN	N;DAT;PL	C
Klassenzimmer	Klassenzimmern	N;NFIN	N;DAT;PL	C
Rinde	Rinde	N;NFIN	N;NOM;SG	C
Gegebenheit	Gegebenheit	N;NFIN	N;NOM;SG	C
Blaumeise	Blaumeise	N;NFIN	N;NOM;SG	C
initiieren	initiierst	V;NFIN	V;IND;PRS;2;SG	C
Diagnostik	Diagnostik	N;NFIN	N;NOM;SG	C
Bienenzüchter	Bienenzüchter	N;NFIN	N;NOM;SG	C
Schönredner	Schönrednern	N;NFIN	N;DAT;PL	C
Fledermaus	Fledermaus	N;NFIN	N;NOM;SG	C
simulieren	simulierst	V;NFIN	V;IND;PRS;2;SG	C
Armband	Armband	N;NFIN	N;NOM;SG	C
vandalieren	vandaliere	V;NFIN	V;SBJV;PRS;1;SG	C
überqueren	überquerst	V;NFIN	V;IND;PRS;2;SG	C
regeln	regelet	V;NFIN	V;SBJV;PRS;2;PL	C
Aggressor	Aggressor	N;NFIN	N;NOM;SG	C
Zeitungsente	Zeitungsenten	N;NFIN	N;DAT;PL	C
Spurensicherung	Spurensicherung	N;NFIN	N;NOM;SG	C
besänftigen	besänftiget	V;NFIN	V;SBJV;PRS;2;PL	C
Adventskalender	Adventskalender	N;NFIN	N;NOM;SG	C
Nadelbaum	Nadelbäumen	N;NFIN	N;DAT;PL	C
blamieren	blamierest	V;NFIN	V;SBJV;PRS;2;SG	C
Asiatin	Asiatin	N;NFIN	N;NOM;SG	C
befürchten	befürchtet	V;NFIN	V;IND;PRS;2;PL	C
unterfordern	unterforderten	V;NFIN	V;SBJV;PST;3;PL	C
versüßen	versüße	V;NFIN	V;SBJV;PRS;1;SG	C
Mäusespeck	Mäusespeck	N;NFIN	N;NOM;SG	C
Rücktritt	Rücktritt	N;NFIN	N;NOM;SG	C
Reißnagel	Reißnagel	N;NFIN	N;NOM;SG	C
Herkunft	Herkunft	N;NFIN	N;NOM;SG	C
branden	brandet	V;NFIN	V;SBJV;PRS;2;PL	C
Meter	Meter	N;NFIN	N;NOM;SG	C
vergasen	vergaste	V;NFIN	V;SBJV;PST;1;SG	C
hydrogentartrat	hydrogentartrat	N;NFIN	N;NOM;SG	C
erwärmen	erwärmte	V;NFIN	V;SBJV;PST;1;SG	C
verwechseln	verwechselet	V;NFIN	V;SBJV;PRS;2;PL	C
Geigerzähler	Geigerzähler	N;NFIN	N;NOM;SG	C
bewerben	bewürben	V;NFIN	V;SBJV;PST;3;PL	C
Impedanz	Impedanz	N;NFIN	N;NOM;SG	C
Natur	Naturen	N;NFIN	N;DAT;PL	C
vereinbaren	vereinbarten	V;NFIN	V;SBJV;PST;3;PL	C
zupfen	zupfte	V;NFIN	V;SBJV;PST;1;SG	C
klemmen	klemmt	V;NFIN	V;IND;PRS;2;PL	C
dechiffrieren	dechiffriere	V;NFIN	V;SBJV;PRS;1;SG	C
verwerten	verwertete	V;NFIN	V;SBJV;PST;1;SG	C
Quatsch	Quatsch	N;NFIN	N;NOM;SG	C
frohlocken	frohlockest	V;NFIN	V;SBJV;PRS;2;SG	C
Ambiguität	Ambiguitäten	N;NFIN	N;DAT;PL	C
Ablösung	Ablösung	N;NFIN	N;NOM;SG	C
Anmelder	Anmelder	N;NFIN	N;NOM;SG	C
Rooibos	Rooibos	N;NFIN	N;NOM;SG	C
Seetaucher	Seetaucher	N;NFIN	N;NOM;SG	C
Fellachin	Fellachin	N;NFIN	N;NOM;SG	C
harmonieren	harmonierest	V;NFIN	V;SBJV;PRS;2;SG	C
Buchfink	Buchfink	N;NFIN	N;NOM;SG	C
Laufring	Laufring	N;NFIN	N;NOM;SG	C
Zinkion	Zinkionen	N;NFIN	N;DAT;PL	C
hintertreiben	hintertriebe	V;NFIN	V;SBJV;PST;1;SG	C
Kapitalverkehr	Kapitalverkehr	N;NFIN	N;NOM;SG	C
kritzeln	kritzelet	V;NFIN	V;SBJV;PRS;2;PL	C
pusten	pustet	V;NFIN	V;IND;PRS;2;PL	C
Reliquiar	Reliquiar	N;NFIN	N;NOM;SG	C
Klappertopf	Klappertöpfen	N;NFIN	N;DAT;PL	C
verschicken	verschicket	V;NFIN	V;SBJV;PRS;2;PL	C
durchzucken	durchzuckest	V;NFIN	V;SBJV;PRS;2;SG	C
konjugieren	konjugiere	V;NFIN	V;SBJV;PRS;1;SG	C
reformieren	reformierten	V;NFIN	V;SBJV;PST;3;PL	C
Kontraindikation	Kontraindikation	N;NFIN	N;NOM;SG	C
Kontaktierung	Kontaktierungen	N;NFIN	N;DAT;PL	C
Hobby	Hobbys	N;NFIN	N;DAT;PL	C
haschieren	haschiert	V;NFIN	V;IND;PRS;2;PL	C
assimilieren	assimilierte	V;NFIN	V;SBJV;PST;1;SG	C
Gipfeltreffen	Gipfeltreffen	N;NFIN	N;DAT;PL	C
Kanzlerin	Kanzlerinnen	N;NFIN	N;DAT;PL	C
Berichterstattung	Berichterstattungen	N;NFIN	N;DAT;PL	C
Rekursion	Rekursion	N;NFIN	N;NOM;SG	C
Malaysier	Malaysier	N;NFIN	N;NOM;SG	C
Exzentriker	Exzentriker	N;NFIN	N;NOM;SG	C
schauspielern	schauspielert	V;NFIN	V;IND;PRS;2;PL	C
Herabsetzung	Herabsetzung	N;NFIN	N;NOM;SG	C
Pausbacke	Pausbacken	N;NFIN	N;DAT;PL	C
listen	listeten	V;NFIN	V;SBJV;PST;3;PL	C
Abnahme	Abnahme	N;NFIN	N;NOM;SG	C
Konifere	Konifere	N;NFIN	N;NOM;SG	C
Huflattich	Huflattich	N;NFIN	N;NOM;SG	C
Spektroskopie	Spektroskopie	N;NFIN	N;NOM;SG	C
Euter	Euter	N;NFIN	N;NOM;SG	C
Dienstgrad	Dienstgrad	N;NFIN	N;NOM;SG	C
Stierkampf	Stierkämpfen	N;NFIN	N;DAT;PL	C
Trichter	Trichter	N;NFIN	N;NOM;SG	C
Vesper	Vesper	N;NFIN	N;NOM;SG	C
fisten	fistete	V;NFIN	V;SBJV;PST;1;SG	C
Drehtür	Drehtüren	N;NFIN	N;DAT;PL	C
Mitwisserschaft	Mitwisserschaft	N;NFIN	N;NOM;SG	C
entschleiern	entschleieret	V;NFIN	V;SBJV;PRS;2;PL	C
Geringschätzung	Geringschätzung	N;NFIN	N;NOM;SG	C
gaffen	gaffest	V;NFIN	V;SBJV;PRS;2;SG	C
produzieren	produzierest	V;NFIN	V;SBJV;PRS;2;SG	C
Fussel	Fussel	N;NFIN	N;NOM;SG	C
wässern	wässerten	V;NFIN	V;SBJV;PST;3;PL	C
Pfründe	Pfründe	N;NFIN	N;NOM;SG	C
Nahrungsbestandteil	Nahrungsbestandteilen	N;NFIN	N;DAT;PL	C
diversifizieren	diversifiziere	V;NFIN	V;SBJV;PRS;1;SG	C
Atmosphäre	Atmosphäre	N;NFIN	N;NOM;SG	C
bejubeln	bejubelst	V;NFIN	V;IND;PRS;2;SG	C
Enthärtung	Enthärtungen	N;NFIN	N;DAT;PL	C
bücken	bückest	V;NFIN	V;SBJV;PRS;2;SG	C
grübeln	grübelte	V;NFIN	V;SBJV;PST;1;SG	C
Weiblein	Weiblein	N;NFIN	N;NOM;SG	C
Hektar	Hektaren	N;NFIN	N;DAT;PL	C
fechten	föchte	V;NFIN	V;SBJV;PST;1;SG	C
spurten	spurtest	V;NFIN	V;SBJV;PRS;2;SG	C
Arbeitsgruppe	Arbeitsgruppen	N;NFIN	N;DAT;PL	C
Prostylos	Prostylos	N;NFIN	N;NOM;SG	C
Flenser	Flensern	N;NFIN	N;DAT;PL	C
vergasen	vergaset	V;NFIN	V;SBJV;PRS;2;PL	C
überweisen	überweiset	V;NFIN	V;SBJV;PRS;2;PL	C
Silbererz	Silbererzen	N;NFIN	N;DAT;PL	C
klappen	klappest	V;NFIN	V;SBJV;PRS;2;SG	C
Geflecktheit	Geflecktheit	N;NFIN	N;NOM;SG	C
Luftschiff	Luftschiff	N;NFIN	N;NOM;SG	C
Sizilianer	Sizilianer	N;NFIN	N;NOM;SG	C
sticken	stickt	V;NFIN	V;IND;PRS;2;PL	C
zelten	zeltest	V;NFIN	V;SBJV;PRS;2;SG	C
verdinglichen	verdinglichest	V;NFIN	V;SBJV;PRS;2;SG	C
Grieß	Grießen	N;NFIN	N;DAT;PL	C
Sportlerin	Sportlerin	N;NFIN	N;NOM;SG	C
verknüpfen	verknüpfet	V;NFIN	V;SBJV;PRS;2;PL	C
Erzeugung	Erzeugungen	N;NFIN	N;DAT;PL	C
Ektoplasma	Ektoplasmen	N;NFIN	N;DAT;PL	C
tagen	tage	V;NFIN	V;SBJV;PRS;1;SG	C
desertieren	desertierst	V;NFIN	V;IND;PRS;2;SG	C
Linguistin	Linguistinnen	N;NFIN	N;DAT;PL	C
Proton	Proton	N;NFIN	N;NOM;SG	C
verkleiden	verkleidete	V;NFIN	V;SBJV;PST;1;SG	C
kristallisieren	kristallisierest	V;NFIN	V;SBJV;PRS;2;SG	C
appellieren	appellierte	V;NFIN	V;SBJV;PST;1;SG	C
pfänden	pfände	V;NFIN	V;SBJV;PRS;1;SG	C
Floß	Floß	N;NFIN	N;NOM;SG	C
verewigen	verewiget	V;NFIN	V;SBJV;PRS;2;PL	C
bündeln	bündelet	V;NFIN	V;SBJV;PRS;2;PL	C
Heptamolybdat	Heptamolybdat	N;NFIN	N;NOM;SG	C
klonen	klone	V;NFIN	V;SBJV;PRS;1;SG	C
schichten	schichtet	V;NFIN	V;IND;PRS;2;PL	C
Massenarbeitslosigkeit	Massenarbeitslosigkeit	N;NFIN	N;NOM;SG	C
gestatten	gestatte	V;NFIN	V;SBJV;PRS;1;SG	C
Datentyp	Datentypen	N;NFIN	N;DAT;PL	C
verdrängen	verdränget	V;NFIN	V;SBJV;PRS;2;PL	C
tabuisieren	tabuisierten	V;NFIN	V;SBJV;PST;3;PL	C
Knöllchen	Knöllchen	N;NFIN	N;NOM;SG	C
Regierung	Regierung	N;NFIN	N;NOM;SG	C
verteidigen	verteidigt	V;NFIN	V;IND;PRS;2;PL	C
Fallturm	Fallturm	N;NFIN	N;NOM;SG	C
Selbstversuch	Selbstversuchen	N;NFIN	N;DAT;PL	C
pressieren	pressiere	V;NFIN	V;SBJV;PRS;1;SG	C
protokollieren	protokollierst	V;NFIN	V;IND;PRS;2;SG	C
Puffersystem	Puffersystemen	N;NFIN	N;DAT;PL	C
schaben	schabst	V;NFIN	V;IND;PRS;2;SG	C
erwachen	erwachet	V;NFIN	V;SBJV;PRS;2;PL	C
Plüschtier	Plüschtier	N;NFIN	N;NOM;SG	C
Schlucht	Schlüchten	N;NFIN	N;DAT;PL	C
Physikerin	Physikerinnen	N;NFIN	N;DAT;PL	C
knutschen	knutschest	V;NFIN	V;SBJV;PRS;2;SG	C
oxidieren	oxidierte	V;NFIN	V;SBJV;PST;1;SG	C
Feierabend	Feierabend	N;NFIN	N;NOM;SG	C
Rasterkraftmikroskop	Rasterkraftmikroskop	N;NFIN	N;NOM;SG	C
bedienen	bediene	V;NFIN	V;SBJV;PRS;1;SG	C
Tumult	Tumulten	N;NFIN	N;DAT;PL	C
bromieren	bromiert	V;NFIN	V;IND;PRS;2;PL	C
Klassenzimmer	Klassenzimmer	N;NFIN	N;NOM;SG	C
implodieren	implodiere	V;NFIN	V;SBJV;PRS;1;SG	C
Psi	Psi	N;NFIN	N;NOM;SG	C
Bällchen	Bällchen	N;NFIN	N;NOM;SG	C
präsentieren	präsentiere	V;NFIN	V;SBJV;PRS;1;SG	C
Martyrologium	Martyrologien	N;NFIN	N;DAT;PL	C
Bushaltestelle	Bushaltestellen	N;NFIN	N;DAT;PL	C
Geschrei	Geschrei	N;NFIN	N;NOM;SG	C
Felsboden	Felsboden	N;NFIN	N;NOM;SG	C
Herzchen	Herzchen	N;NFIN	N;NOM;SG	C
Lötzinn	Lötzinn	N;NFIN	N;NOM;SG	C
Videoaufzeichnung	Videoaufzeichnungen	N;NFIN	N;DAT;PL	C
beunruhigen	beunruhigte	V;NFIN	V;SBJV;PST;1;SG	C
Malaysierin	Malaysierinnen	N;NFIN	N;DAT;PL	C
optimieren	optimierte	V;NFIN	V;SBJV;PST;1;SG	C
Unterwerfung	Unterwerfungen	N;NFIN	N;DAT;PL	C
gewittern	gewitterest	V;NFIN	V;SBJV;PRS;2;SG	C
harmonieren	harmoniere	V;NFIN	V;SBJV;PRS;1;SG	C
Bebauungsplan	Bebauungsplänen	N;NFIN	N;DAT;PL	C
buddeln	buddelten	V;NFIN	V;SBJV;PST;3;PL	C
verschaffen	verschaffte	V;NFIN	V;SBJV;PST;1;SG	C
sabbeln	sabbelt	V;NFIN	V;IND;PRS;2;PL	C
Drang	Drang	N;NFIN	N;NOM;SG	C
Schnipsel	Schnipseln	N;NFIN	N;DAT;PL	C
fügen	fügt	V;NFIN	V;IND;PRS;2;PL	C
schmeicheln	schmeichelest	V;NFIN	V;SBJV;PRS;2;SG	C
Trotzkist	Trotzkist	N;NFIN	N;NOM;SG	C
reagieren	reagiert	V;NFIN	V;IND;PRS;2;PL	C
unterscheiden	unterschiede	V;NFIN	V;SBJV;PST;1;SG	C
Borhydrid	Borhydrid	N;NFIN	N;NOM;SG	C
stützen	stützet	V;NFIN	V;SBJV;PRS;2;PL	C
knurren	knurrt	V;NFIN	V;IND;PRS;2;PL	C
brillieren	brillieret	V;NFIN	V;SBJV;PRS;2;PL	C
begründen	begründest	V;NFIN	V;IND;PRS;2;SG	C
Aachener	Aachener	N;NFIN	N;NOM;SG	C
Schwebfliege	Schwebfliegen	N;NFIN	N;DAT;PL	C
flirren	flirre	V;NFIN	V;SBJV;PRS;1;SG	C
Beobachtung	Beobachtung	N;NFIN	N;NOM;SG	C
Gaschromatographie	Gaschromatographien	N;NFIN	N;DAT;PL	C
Radfahrer	Radfahrern	N;NFIN	N;DAT;PL	C
kremieren	kremierten	V;NFIN	V;SBJV;PST;3;PL	C
Asteroid	Asteroid	N;NFIN	N;NOM;SG	C
Kandidatur	Kandidaturen	N;NFIN	N;DAT;PL	C
annektieren	annektierst	V;NFIN	V;IND;PRS;2;SG	C
velarisieren	velarisiert	V;NFIN	V;IND;PRS;2;PL	C
schleißen	schleißt	V;NFIN	V;IND;PRS;2;SG	C
bequemen	bequemte	V;NFIN	V;SBJV;PST;1;SG	C
Theistin	Theistinnen	N;NFIN	N;DAT;PL	C
beteuern	beteuerten	V;NFIN	V;SBJV;PST;3;PL	C
Bücherei	Büchereien	N;NFIN	N;DAT;PL	C
Gedränge	Gedrängen	N;NFIN	N;DAT;PL	C
Krume	Krume	N;NFIN	N;NOM;SG	C
Hälmchen	Hälmchen	N;NFIN	N;DAT;PL	C
erkalten	erkaltest	V;NFIN	V;SBJV;PRS;2;SG	C
Rückumschlag	Rückumschlägen	N;NFIN	N;DAT;PL	C
meißeln	meißelt	V;NFIN	V;IND;PRS;2;PL	C
Schloss	Schlössern	N;NFIN	N;DAT;PL	C
Aufprall	Aufprall	N;NFIN	N;NOM;SG	C
foppen	foppten	V;NFIN	V;SBJV;PST;3;PL	C
Trickbetrüger	Trickbetrüger	N;NFIN	N;NOM;SG	C
Grizzlybär	Grizzlybär	N;NFIN	N;NOM;SG	C
babbeln	babbelten	V;NFIN	V;SBJV;PST;3;PL	C
hegen	hegst	V;NFIN	V;IND;PRS;2;SG	C
Domäne	Domänen	N;NFIN	N;DAT;PL	C
dotieren	dotierst	V;NFIN	V;IND;PRS;2;SG	C
Gegenleistung	Gegenleistungen	N;NFIN	N;DAT;PL	C
attestieren	attestierten	V;NFIN	V;SBJV;PST;3;PL	C
Abszisse	Abszisse	N;NFIN	N;NOM;SG	C
Sigle	Siglen	N;NFIN	N;DAT;PL	C
Myriade	Myriade	N;NFIN	N;NOM;SG	C
wetzen	wetzte	V;NFIN	V;SBJV;PST;1;SG	C
Hummer	Hummern	N;NFIN	N;DAT;PL	C
beschwindeln	beschwindele	V;NFIN	V;SBJV;PRS;1;SG	C
Bifurkation	Bifurkationen	N;NFIN	N;DAT;PL	C
Hörspiel	Hörspiel	N;NFIN	N;NOM;SG	C
Atommasse	Atommasse	N;NFIN	N;NOM;SG	C
Auszug	Auszügen	N;NFIN	N;DAT;PL	C
Freitagnachmittag	Freitagnachmittagen	N;NFIN	N;DAT;PL	C
Schlot	Schlot	N;NFIN	N;NOM;SG	C
fragmentieren	fragmentierst	V;NFIN	V;IND;PRS;2;SG	C
Konifere	Koniferen	N;NFIN	N;DAT;PL	C
Blütenachse	Blütenachse	N;NFIN	N;NOM;SG	C
finanzieren	finanzieret	V;NFIN	V;SBJV;PRS;2;PL	C
Pardelkatze	Pardelkatze	N;NFIN	N;NOM;SG	C
Beruf	Berufen	N;NFIN	N;DAT;PL	C
alarmieren	alarmiere	V;NFIN	V;SBJV;PRS;1;SG	C
Pforte	Pforten	N;NFIN	N;DAT;PL	C
polymerisieren	polymerisierte	V;NFIN	V;SBJV;PST;1;SG	C
erröten	errötest	V;NFIN	V;SBJV;PRS;2;SG	C
Stärkungsmittel	Stärkungsmittel	N;NFIN	N;NOM;SG	C
Schläfchen	Schläfchen	N;NFIN	N;DAT;PL	C
Optimist	Optimisten	N;NFIN	N;DAT;PL	C
Paillette	Paillette	N;NFIN	N;NOM;SG	C
kategorisieren	kategorisierst	V;NFIN	V;IND;PRS;2;SG	C
Autokrat	Autokraten	N;NFIN	N;DAT;PL	C
Ärztin	Ärztinnen	N;NFIN	N;DAT;PL	C
sortieren	sortierest	V;NFIN	V;SBJV;PRS;2;SG	C
Wandergewerbe	Wandergewerbe	N;NFIN	N;NOM;SG	C
Rechnung	Rechnungen	N;NFIN	N;DAT;PL	C
Kraftfahrzeug	Kraftfahrzeugen	N;NFIN	N;DAT;PL	C
Katz-und-Maus-Spiel	Katz-und-Maus-Spielen	N;NFIN	N;DAT;PL	C
verzeichnen	verzeichne	V;NFIN	V;SBJV;PRS;1;SG	C
Energiespeicher	Energiespeicher	N;NFIN	N;NOM;SG	C
erstehen	erstehst	V;NFIN	V;IND;PRS;2;SG	C
schlabbern	schlabberte	V;NFIN	V;SBJV;PST;1;SG	C
Maximierung	Maximierung	N;NFIN	N;NOM;SG	C
Hüllenelektron	Hüllenelektronen	N;NFIN	N;DAT;PL	C
Unternehmung	Unternehmung	N;NFIN	N;NOM;SG	C
Programmiererin	Programmiererinnen	N;NFIN	N;DAT;PL	C
kreieren	kreierten	V;NFIN	V;SBJV;PST;3;PL	C
Zipfelmütze	Zipfelmütze	N;NFIN	N;NOM;SG	C
Galopp	Galoppen	N;NFIN	N;DAT;PL	C
zappen	zappten	V;NFIN	V;SBJV;PST;3;PL	C
Anlass	Anlass	N;NFIN	N;NOM;SG	C
Nagellackentferner	Nagellackentferner	N;NFIN	N;NOM;SG	C
konvergieren	konvergierest	V;NFIN	V;SBJV;PRS;2;SG	C
verschmelzen	verschmelze	V;NFIN	V;SBJV;PRS;1;SG	C
Collage	Collagen	N;NFIN	N;DAT;PL	C
Nanosatellit	Nanosatellit	N;NFIN	N;NOM;SG	C
Notärztin	Notärztinnen	N;NFIN	N;DAT;PL	C
bröckeln	bröckelten	V;NFIN	V;SBJV;PST;3;PL	C
denaturieren	denaturieret	V;NFIN	V;SBJV;PRS;2;PL	C
Bestechungsgeld	Bestechungsgelder	N;NFIN	N;DAT;PL	C
Sitz	Sitz	N;NFIN	N;NOM;SG	C
Laufring	Laufringen	N;NFIN	N;DAT;PL	C
Anstecker	Ansteckern	N;NFIN	N;DAT;PL	C
Gammastrahl	Gammastrahl	N;NFIN	N;NOM;SG	C
wischen	wischt	V;NFIN	V;IND;PRS;2;PL	C
Pumpellyit	Pumpellyiten	N;NFIN	N;DAT;PL	C
Erlösung	Erlösungen	N;NFIN	N;DAT;PL	C
zerfallen	zerfielen	V;NFIN	V;SBJV;PST;3;PL	C
gewähren	gewähret	V;NFIN	V;SBJV;PRS;2;PL	C
inhalieren	inhalierest	V;NFIN	V;SBJV;PRS;2;SG	C
analysieren	analysierest	V;NFIN	V;SBJV;PRS;2;SG	C
rekonstruieren	rekonstruieret	V;NFIN	V;SBJV;PRS;2;PL	C
entzweien	entzweiest	V;NFIN	V;SBJV;PRS;2;SG	C
Feston	Festons	N;NFIN	N;DAT;PL	C
Traggas	Traggasen	N;NFIN	N;DAT;PL	C
Verdacht	Verdacht	N;NFIN	N;NOM;SG	C
Küchenmaschine	Küchenmaschine	N;NFIN	N;NOM;SG	C
Ion	Ionen	N;NFIN	N;DAT;PL	C
Unwahrheit	Unwahrheiten	N;NFIN	N;DAT;PL	C
beschlagen	beschlügen	V;NFIN	V;SBJV;PST;3;PL	C
entfolgen	entfolgte	V;NFIN	V;SBJV;PST;1;SG	C
Sache	Sachen	N;NFIN	N;DAT;PL	C
repräsentieren	repräsentieret	V;NFIN	V;SBJV;PRS;2;PL	C
beziehen	bezieht	V;NFIN	V;IND;PRS;2;PL	C
Dezernat	Dezernat	N;NFIN	N;NOM;SG	C
ersparen	ersparten	V;NFIN	V;SBJV;PST;3;PL	C
Altbau	Altbau	N;NFIN	N;NOM;SG	C
Bezeugung	Bezeugungen	N;NFIN	N;DAT;PL	C
Metallothionein	Metallothioneinen	N;NFIN	N;DAT;PL	C
Chinakohl	Chinakohl	N;NFIN	N;NOM;SG	C
Attentäter	Attentäter	N;NFIN	N;NOM;SG	C
Haltepunkt	Haltepunkten	N;NFIN	N;DAT;PL	C
Chemikerin	Chemikerinnen	N;NFIN	N;DAT;PL	C
Denkmünze	Denkmünzen	N;NFIN	N;DAT;PL	C
Zwingburg	Zwingburgen	N;NFIN	N;DAT;PL	C
verleumden	verleumdete	V;NFIN	V;SBJV;PST;1;SG	C
ermächtigen	ermächtige	V;NFIN	V;SBJV;PRS;1;SG	C
Geber	Gebern	N;NFIN	N;DAT;PL	C
Talisman	Talisman	N;NFIN	N;NOM;SG	C
Astat	Astat	N;NFIN	N;NOM;SG	C
Gnade	Gnaden	N;NFIN	N;DAT;PL	C
Judenrat	Judenrat	N;NFIN	N;NOM;SG	C
