src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
göres,gören,0_3,0_6,,,TGT_LEXICAL_ERROR
uttåg,uttåget,1_1,1_8,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,C
tvistande,tvistar,2_8,2_9,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
syrar,syrad,2_9,2_3,verb;pres;actv,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,POS_PAIR_ERROR
hånade,hånar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
berövar,berövad,2_9,2_3,verb;pres;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
riken,rike,0_6,0_5,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;sint;pst;m;sg;def,C
rik,rikas,0_2,0_11,adj;sint;pst;ut;sg;ind,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,C
lönad,lönar,2_3,2_9,adj;pp;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
offrat,offrar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,C
trofaste,trofast,0_5,0_2,adj;sint;pst;m;sg;def,adj;sint;pst;nt;sg;ind - adj;sint;pst;ut;sg;ind,C
fiskare,fisk,2_1,2_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
dröjen,dröjer,0_6,0_8,,,SRC_LEXICAL_ERROR
påstå,påstån,0_2,0_6,,,TGT_LEXICAL_ERROR
vittnade,vittna,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
stängt,stängde,0_10,0_1,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;m;sg;def,C
retade,retat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
Asera,Aseran,0_0,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fattar,fatten,2_9,2_14,,,TGT_LEXICAL_ERROR
svara,svarande,2_12,2_8,verb;imp - verb;inf;actv,adj;pprs - n;nt;sg;ind - n;ut;sg;ind - n;ut;pl;ind - n;nt;sg;ind;compound-R - n;ut;sg;ind;compound-R - n;ut;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
kullen,kulle,1_7,1_1,n;ut;sg;def - n;ut;sg;def - n;ut;sg;def;compound-R - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
ofärdens,ofärd,1_6,1_1,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
ondskan,ondskas,0_2,0_11,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R,C
återställer,återställa,0_8,0_0,verb;pres;actv,verb;inf;actv,C
idogas,idoga,0_11,0_0,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
belägrade,belägrat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
vederstygglig,vederstyggligt,0_2,0_10,adj;sint;pst;ut;sg;ind,adj;sint;pst;nt;sg;ind,C
döme,dömt,0_5,0_10,,,SRC_LEXICAL_ERROR
Ren,Res,0_6,0_3,adv; - np;cog - np;cog;compound-R - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,np;top;gen - np;top;gen;compound-R - verb;imp - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
Lamas,Lamas,0_11,0_11,n;un;sg;ind;gen - n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;un;sg;ind;gen;compound-R - n;ut;sg;ind;gen;compound-R - n;un;sg;ind;cmp;compound-only-L,n;un;sg;ind;gen - n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;un;sg;ind;gen;compound-R - n;ut;sg;ind;gen;compound-R - n;un;sg;ind;cmp;compound-only-L,C
ljuger,ljuga,0_8,0_0,verb;pres;actv,verb;inf;actv,C
förhasta,förhastande,2_12,2_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Fly,Fly,0_2,0_2,np;cog - verb;imp - np;cog;compound-R - verb;inf;actv - n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;cmp;compound-only-L,np;cog - verb;imp - np;cog;compound-R - verb;inf;actv - n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;cmp;compound-only-L,C
råkade,råkat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
broders,broder,0_4,0_2,n;ut;sg;ind;gen - n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
bjöd,bjödo,0_2,0_15,,,TGT_LEXICAL_ERROR
mötte,möte,0_1,0_5,verb;past;actv - adj;pp;m;sg;def,n;nt;sg;ind - n;nt;sg;ind;compound-R,POS_PAIR_ERROR
skrivet,skrivit,0_2,0_14,adj;pp;nt;sg;ind,verb;supn;actv,POS_PAIR_ERROR
höjde,höjer,0_1,0_8,verb;past;actv - adj;pp;m;sg;def,verb;pres;actv,C
ledsaga,ledsagat,2_12,2_5,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
stavarna,stavar,1_4,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
fullbordan,fullborde,2_2,2_15,,,TGT_LEXICAL_ERROR
Kenas,Kenan,0_4,0_6,,,SRC_LEXICAL_ERROR
omstörtade,omstörtar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
lamptänger,lamptängerna,1_0,1_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vilddjuren,vilddjur,1_7,1_1,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
räddat,räddad,2_5,2_3,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,C
mättad,mättare,2_3,2_1,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,adj;sint;comp;un;sp,PARADIGM_ERROR
On,On,0_2,0_2,np;cog - np;top - np;cog;compound-R - np;top;compound-R - n;nt;pl;ind,np;cog - np;top - np;cog;compound-R - np;top;compound-R - n;nt;pl;ind,C
uppskriven,uppskrivna,0_6,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
prövning,prövar,2_0,2_9,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;pres;actv,POS_PAIR_ERROR
översvinnlig,översvinnligen,0_2,0_6,,,TGT_LEXICAL_ERROR
bärare,bär,0_12,0_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,PARADIGM_ERROR
frågade,fråga,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,C
ens,ene,0_4,0_5,n;ut;sg;ind;gen - adv; - det;pos;un;pl - det;pos;nt;sg - det;pos;ut;sg - prn;pos;un;pl - prn;pos;nt;sg - prn;pos;ut;sg - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R - prn;def;ut;sg;nom - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
bevise,bevisen,2_15,2_14,,,SRC_LEXICAL_ERROR
Den,Den,1_7,1_7,np;ant;m - np;ant;m;compound-R - det;dem;ut;sg - prn;pers;p3;ut;sg;nom - prn;pers;p3;ut;sg;acc,np;ant;m - np;ant;m;compound-R - det;dem;ut;sg - prn;pers;p3;ut;sg;nom - prn;pers;p3;ut;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
tack,tacken,2_2,2_14,ij; - n;un;sg;ind - n;un;pl;ind - n;un;sg;ind;compound-R - n;un;pl;ind;compound-R - n;un;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;un;sg;def - n;un;pl;def - n;un;sg;def;compound-R - n;un;pl;def;compound-R,C
hopa,hopar,2_12,2_9,verb;imp - verb;inf;actv,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
slicke,slickat,2_15,2_5,,,SRC_LEXICAL_ERROR
förjagat,förjaga,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,C
uppgives,uppgiver,0_3,0_8,verb;prs;pasv - verb;pres;pasv,verb;pres;actv,C
Bebai,Bebais,1_1,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
områden,område,1_7,1_1,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,C
skapa,skapare,2_12,2_1,verb;imp - verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
skyddande,skyddad,2_8,2_3,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,adj;pp;ut;sg;ind,C
giva,givas,0_0,0_11,verb;inf;actv,verb;inf;pasv,C
fång,fånga,2_2,2_12,n;nt;sg;ind - n;nt;pl;ind - n;ut;sg;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;ut;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv,C
förtrycka,förtryckt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
hjälpare,hjälpen,0_12,0_6,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,PARADIGM_ERROR
övergåvo,övergåve,0_15,0_5,,,SRC_LEXICAL_ERROR
skogsbygd,skogsbygden,1_1,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
frågade,frågar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
lampa,lampa,0_0,0_0,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
yxan,yxor,0_2,0_13,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
knippe,knippa,0_5,0_0,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
tänka,tänkt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
hakarna,haka,2_13,2_12,n;ut;pl;def - n;ut;pl;def;compound-R,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,PARADIGM_ERROR
redde,red,0_1,0_2,verb;past;actv - adj;pp;m;sg;def,verb;imp - verb;past;actv - verb;inf;actv;cmp;compound-only-L,C
ynnesten,ynnest,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
rövas,rövare,2_7,2_1,verb;inf;pasv - verb;pres;pasv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
översteprästerna,överstepräster,1_5,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
syn,sy,0_6,0_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,PARADIGM_ERROR
köp,köpt,0_2,0_10,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
fördärvar,fördärven,2_9,2_14,,,TGT_LEXICAL_ERROR
förfallna,förfallet,0_0,0_2,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;nt;sg;def - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,C
hedar,hedar,2_9,2_9,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
dörrvaktarna,dörrvaktare,0_0,0_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
underkastad,underkastade,2_3,2_11,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
stärken,stärkte,0_6,0_1,,,SRC_LEXICAL_ERROR
säge,sägen,0_5,0_6,,,SRC_LEXICAL_ERROR
anklagade,anklagare,2_11,2_1,,,TGT_LEXICAL_ERROR
höghet,högt,0_7,0_10,n;ut;sg;ind - n;ut;sg;ind;compound-R,adj;sint;pst;nt;sg;ind,POS_PAIR_ERROR
hörare,höre,0_12,0_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
inviga,invig,0_0,0_2,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
köpen,köp,0_6,0_2,n;nt;pl;def - n;nt;pl;def;compound-R,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
gjutes,gjutna,0_3,0_0,verb;pres;pasv - verb;prs;pasv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
prisas,prisat,2_7,2_5,verb;inf;pasv - verb;pres;pasv,verb;supn;actv - adj;pp;nt;sg;ind,C
omsnärjt,omsnärjde,0_10,0_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
löpare,löpen,0_12,0_6,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,n;nt;pl;def,PARADIGM_ERROR
bygg,byggt,0_2,0_10,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,C
fyllde,fyller,0_1,0_8,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,verb;pres;actv,C
hövdingdöme,hövdingdömet,1_1,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lill,lilla,0_2,0_0,,,SRC_LEXICAL_ERROR
sänd,sändas,0_2,0_11,verb;imp - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,C
ring,ringen,2_2,2_14,verb;imp - n;nt;sg;ind - n;ut;sg;ind - n;nt;sg;ind;compound-R - n;ut;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
rannsaka,rannsaken,2_12,2_14,,,TGT_LEXICAL_ERROR
Afeka,Afek,0_0,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vederstygglig,vederstyggligare,0_2,0_12,adj;sint;pst;ut;sg;ind,adj;sint;comp;un;sp,C
gudlösa,gudlösas,0_0,0_11,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,C
Koras,Kora,0_11,0_0,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv,C
löser,lös,0_8,0_2,verb;pres;actv,verb;imp - adj;pst;ut;sg;ind - adj;pst;ut;sg;ind;gen - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L - adj;sint;pst;ut;sg;ind;gen,C
avskiljas,avskilja,0_11,0_0,verb;inf;pasv,verb;inf;actv,C
aktad,aktade,2_3,2_11,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
tid,tids,1_1,1_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
gjuter,gjut,0_8,0_2,verb;pres;actv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
skjuten,skjuter,0_6,0_8,n;nt;pl;def - n;nt;pl;def;compound-R - adj;pp;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
sälje,säljes,0_5,0_3,,,SRC_LEXICAL_ERROR
Ana,Anas,0_0,0_11,np;cog - np;top - verb;imp - np;cog;compound-R - np;top;compound-R - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,np;cog;gen - np;top;gen - np;cog;gen;compound-R - np;top;gen;compound-R - verb;inf;pasv - verb;pres;pasv,C
rota,rotad,2_12,2_3,,,TGT_LEXICAL_ERROR
trängde,tränga,0_1,0_0,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,verb;inf;actv,C
basilisken,basilisk,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
höljas,höljer,0_11,0_8,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv,verb;pres;actv,C
förklarade,förklarad,2_11,2_3,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,C
fackla,facklor,0_0,0_13,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
facklor,fackla,0_13,0_0,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
blottad,blottade,2_3,2_11,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
brudgummen,brudgummens,1_7,1_6,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,C
Eldaa,Eldaa,0_0,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
löften,löftets,1_7,1_9,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;def;gen - n;nt;sg;def;gen;compound-R,C
befatta,befattning,2_12,2_0,,,SRC_LEXICAL_ERROR
förvaltar,förvaltade,2_9,2_11,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
Pul,Puls,1_1,1_2,,,SRC_LEXICAL_ERROR
utvaldas,utvalda,0_11,0_0,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - adj;pp;fn;sg;def;gen,adj;pp;pl;ind - adj;pp;pl;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - adj;pp;fn;sg;def,C
anbefallde,anbefaller,0_1,0_8,verb;past;actv - adj;pp;m;sg;def,verb;pres;actv,C
undervisas,undervisning,2_7,2_0,verb;inf;pasv - verb;pres;pasv,n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
dömd,döma,0_5,0_0,adj;pp;ut;sg;ind,verb;inf;actv,POS_PAIR_ERROR
åkalla,åkallade,2_12,2_11,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
stjäla,stjäl,0_0,0_2,verb;inf;actv,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,C
fore,fore,0_5,0_5,verb;pis;actv - n;ut;sg;ind;cmp;compound-only-L,verb;pis;actv - n;ut;sg;ind;cmp;compound-only-L,C
förvissnat,förvissnar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,C
gensträvighet,gensträvige,0_7,0_5,,,SRC_LEXICAL_ERROR
utplånar,utplåna,2_9,2_12,verb;pres;actv,verb;imp - verb;inf;actv,C
förvarade,förvarar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
förgrymmad,förgrymmade,2_3,2_11,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,C
skatt,skattade,2_2,2_11,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
synder,syndarna,1_0,1_4,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,PARADIGM_ERROR
knopparna,knoppar,1_4,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
tjuv,tjuv,1_1,1_1,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
spottade,spotten,2_11,2_14,,,TGT_LEXICAL_ERROR
krossen,krossas,2_14,2_7,n;ut;sg;def - n;ut;sg;def;compound-R,verb;inf;pasv - verb;pres;pasv,POS_PAIR_ERROR
förrådde,förråda,0_1,0_0,verb;past;actv - adj;pp;m;sg;def,verb;inf;actv,C
förakta,föraktade,2_12,2_11,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
ödmjukad,ödmjuk,2_3,2_2,adj;pp;ut;sg;ind,adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,PARADIGM_ERROR
upptages,upptagen,0_3,0_6,verb;prs;pasv - verb;pres;pasv,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,POS_PAIR_ERROR
Aser,Asan,0_8,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
åkallan,åkallande,2_2,2_8,n;ut;sg;ind - n;ut;sg;def - n;ut;sg;ind;compound-R - n;ut;sg;def;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
gudabilder,gudabilden,1_0,1_7,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
förklarad,förklaras,2_3,2_7,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,verb;inf;pasv - verb;pres;pasv,POS_PAIR_ERROR
ledande,ledda,0_9,0_0,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
nasirens,nasirerna,1_6,1_5,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
utforsken,utforska,2_14,2_12,,,SRC_LEXICAL_ERROR
skrymtare,skrymtan,2_1,2_2,,,TGT_LEXICAL_ERROR
riv,river,0_2,0_8,verb;imp - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv,C
beviset,bevisad,2_4,2_3,n;nt;sg;def - n;nt;sg;def;compound-R,adj;pp;ut;sg;ind,POS_PAIR_ERROR
