src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
silbernes,silbernem,0_8,0_7,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,C
ganzem,ganze,0_7,0_3,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
könnte,könnten,0_4,0_11,verb;pis;p1;sg - verb;pis;p3;sg,verb;pis;p1;pl - verb;pis;p3;pl,C
festem,fest,0_7,0_12,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,adv; - adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
opferten,opfert,0_11,0_6,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
anderer,anderes,0_5,0_8,det;pos;f;sg;gen - det;pos;f;sg;dat - det;pos;mfn;pl;gen - prn;ind;mf;pl;gen;st - prn;ind;m;sg;nom;st - prn;ind;m;sg;nom;mix - prn;ind;f;sg;gen;st - prn;ind;f;sg;dat;st - det;ind;m;sg;nom;st - det;ind;m;sg;nom;mix - det;ind;f;sg;gen;st - det;ind;f;sg;dat;st - det;ind;mfn;pl;gen;st,det;pos;m;sg;gen - det;pos;nt;sg;gen - prn;ind;nt;sg;nom;st - prn;ind;nt;sg;nom;mix - prn;ind;nt;sg;acc;st - prn;ind;nt;sg;acc;mix - det;ind;nt;sg;nom;st - det;ind;nt;sg;nom;mix - det;ind;nt;sg;acc;st - det;ind;nt;sg;acc;mix,C
wirkst,wirke,0_10,0_3,verb;pri;p2;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
ausbreiten,ausbreitete,0_0,0_4,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg - verb;sep;fs;pis;p1;sg - verb;sep;fs;pis;p3;sg,C
vierte,vierten,0_4,0_11,adj;ord - verb;pp;heur - adj;ord;attr - adj;ord;pred - verb;pii;p1;sg;heur - verb;pii;p3;sg;heur - verb;pis;p1;sg;heur - verb;pis;p3;sg;heur - adj;ord;m;sg;nom;sw - adj;ord;m;pl;nom;st - adj;ord;m;pl;acc;st - adj;ord;f;sg;nom;st - adj;ord;f;sg;nom;sw - adj;ord;f;sg;nom;mix - adj;ord;f;sg;acc;st - adj;ord;f;sg;acc;sw - adj;ord;f;sg;acc;mix - adj;ord;f;pl;nom;st - adj;ord;f;pl;acc;st - adj;ord;nt;sg;nom;sw - adj;ord;nt;sg;acc;sw - adj;ord;nt;pl;nom;st - adj;ord;nt;pl;acc;st,verb;pp;heur - verb;pii;p1;pl;heur - verb;pii;p3;pl;heur - verb;pis;p1;pl;heur - verb;pis;p3;pl;heur - adj;ord;m;sg;gen;st - adj;ord;m;sg;gen;sw - adj;ord;m;sg;gen;mix - adj;ord;m;sg;dat;sw - adj;ord;m;sg;dat;mix - adj;ord;m;sg;acc;st - adj;ord;m;sg;acc;sw - adj;ord;m;sg;acc;mix - adj;ord;m;pl;nom;sw - adj;ord;m;pl;nom;mix - adj;ord;m;pl;gen;sw - adj;ord;m;pl;gen;mix - adj;ord;m;pl;dat;st - adj;ord;m;pl;dat;sw - adj;ord;m;pl;dat;mix - adj;ord;m;pl;acc;sw - adj;ord;m;pl;acc;mix - adj;ord;f;sg;gen;sw - adj;ord;f;sg;gen;mix - adj;ord;f;sg;dat;sw - adj;ord;f;sg;dat;mix - adj;ord;f;pl;nom;sw - adj;ord;f;pl;nom;mix - adj;ord;f;pl;gen;sw - adj;ord;f;pl;gen;mix - adj;ord;f;pl;dat;st - adj;ord;f;pl;dat;sw - adj;ord;f;pl;dat;mix - adj;ord;f;pl;acc;sw - adj;ord;f;pl;acc;mix - adj;ord;nt;sg;gen;st - adj;ord;nt;sg;gen;sw - adj;ord;nt;sg;gen;mix - adj;ord;nt;sg;dat;sw - adj;ord;nt;sg;dat;mix - adj;ord;nt;pl;nom;sw - adj;ord;nt;pl;nom;mix - adj;ord;nt;pl;gen;sw - adj;ord;nt;pl;gen;mix - adj;ord;nt;pl;dat;st - adj;ord;nt;pl;dat;sw - adj;ord;nt;pl;dat;mix - adj;ord;nt;pl;acc;sw - adj;ord;nt;pl;acc;mix,C
zittert,zitterte,0_6,0_4,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
Gedanken,Gedanke,0_0,0_3,n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;dat - n;m;pl;acc - n;m;pl;cmp;compound-only-L - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R - n;m;pl;lower;cmp;compound-only-L,n;m;sg;nom - n;m;sg;nom;lower - n;m;sg;nom;lower;compound-R,C
Sabdis,Sabdi,1_2,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Weibes,Weibe,0_8,0_3,n;nt;sg;gen - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R,n;nt;sg;dat - n;nt;sg;dat;lower - n;nt;sg;dat;lower;compound-R,C
sprachloser,sprachlosen,0_5,0_0,adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
singt,singet,0_6,0_9,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;pl,C
weinten,weinet,0_11,0_9,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;prs;p2;pl,C
ansagte,ansage,0_4,0_3,,,SRC_LEXICAL_ERROR
kehret,kehren,0_9,0_0,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
hinauskam,hinauskamen,0_12,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Purpurkleid,Purpurkleider,0_12,0_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
betrüben,betrübt,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,adj;sint - adj;sint;attr - adj;sint;pred - verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
krähte,krähen,0_4,0_0,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
nachstellten,nachstellen,0_11,0_0,verb;sep;fs;pii;p1;pl - verb;sep;fs;pii;p3;pl - verb;sep;fs;pis;p1;pl - verb;sep;fs;pis;p3;pl,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,C
mögen,mögt,0_0,0_6,verb;inf - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p2;pl,C
fraget,frage,0_9,0_3,verb;prs;p2;pl,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
trennt,trennten,0_6,0_11,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
Halt,Halte,0_6,0_4,adv; - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,n;m;sg;dat - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - verb;imp;sg - n;m;sg;dat;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,C
gewisse,gewisser,0_3,0_5,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,C
Erbteilen,Erbteil,0_0,0_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dablieben,dablieb,0_0,0_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kehrt,kehrten,0_6,0_11,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
himmlischer,himmlische,0_5,0_3,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
meiner,meinten,0_5,0_11,det;pos;p1;m;sg;nom - det;pos;p1;f;sg;gen - det;pos;p1;f;sg;dat - prn;pers;p1;mf;sg;gen - det;pos;f;sg;gen - det;pos;f;sg;dat - det;pos;mfn;pl;gen,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,POS_PAIR_ERROR
Schlemmen,Schlemmen,0_0,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
schwangen,schwangen,0_0,0_0,verb;pii;p1;pl - verb;pii;p3;pl,verb;pii;p1;pl - verb;pii;p3;pl,C
erniedrigen,erniedrigst,0_0,0_10,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p2;sg,C
auflegst,auflegt,0_10,0_6,verb;sep;fs;pri;p2;sg,verb;sep;fs;pri;p2;pl - verb;sep;fs;pri;p3;sg,C
schöne,schönes,0_3,0_8,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
erben,erbten,0_0,0_11,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;sg;gen;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;m;sg;gen;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
festes,fest,0_8,0_12,n;nt;sg;gen;lower - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix - n;nt;sg;gen;lower;compound-R,adv; - adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
Mal,Male,0_12,0_3,adv; - n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - verb;imp;sg - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
Sanheribs,Sanherib,1_2,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Same,Samen,0_3,0_0,n;m;sg;nom - n;m;sg;nom;lower - n;m;sg;nom;lower;compound-R,n;m;sg;gen - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;dat - n;m;pl;acc - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;dat - n;m;pl;acc - n;m;sg;gen;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;m;sg;cmp;compound-only-L - n;m;sg;gen;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R,C
Lichtes,Licht,0_8,0_12,n;nt;sg;gen - n;nt;sg;gen;lower - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix - n;nt;sg;gen;lower;compound-R,adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
niederfiel,niederfiele,0_12,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
grüner,grün,0_5,0_12,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - verb;imp;sg - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
Meines,Meiner,0_8,0_5,det;pos;p1;m;sg;gen - det;pos;p1;nt;sg;nom - det;pos;p1;nt;sg;gen - det;pos;p1;nt;sg;acc - det;pos;m;sg;gen - det;pos;nt;sg;gen,det;pos;p1;m;sg;nom - det;pos;p1;f;sg;gen - det;pos;p1;f;sg;dat - prn;pers;p1;mf;sg;gen - det;pos;f;sg;gen - det;pos;f;sg;dat - det;pos;mfn;pl;gen,SRC_POS_ERROR
regieret,regiere,0_9,0_3,verb;prs;p2;pl - verb;prs;p2;pl;heur,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - verb;pri;p1;sg;heur - verb;prs;p1;sg;heur - verb;prs;p3;sg;heur,C
Treuen,Treue,0_0,0_3,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
sank,sanken,0_12,0_0,verb;pii;p1;sg - verb;pii;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl,C
auserlesenes,auserlesenen,0_8,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vielen,vieler,0_0,0_5,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - det;qnt;m;sg;acc - det;qnt;mfn;pl;dat,adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st - det;qnt;m;sg;nom - det;qnt;f;sg;gen - det;qnt;f;sg;dat - det;qnt;mfn;pl;gen,C
verstehet,verstehen,0_9,0_0,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
