src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
varðveita,varðveitt,0_20,0_17,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
hvílíkar,hvílíkum,1_9,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
birtast,birti,0_11,0_15,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
sjúkleik,sjúkleiki,1_0,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
léti,létuð,1_7,1_18,verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
kom,komu,0_14,0_10,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;imp;p2;sg,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - verb;actv;past;p3;pl,C
gætir,gætum,0_8,0_1,verb;actv;inf - verb;actv;pss;p2;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;pss;p1;pl - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
lofið,lofa,1_15,1_14,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
vínviður,vínviði,1_12,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sérhver,sérhvern,0_14,0_9,prn;ind;m;sg;nom - prn;ind;f;sg;nom - prn;ind;nt;pl;nom - prn;ind;nt;pl;acc,prn;ind;m;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
munir,mun,0_8,0_14,verb;prs;p2;sg - verb;actv;prs;p2;sg - n;m;pl;nom;ind,verb;pri;p1;sg - verb;pri;p3;sg - verb;actv;imp;p2;sg - n;m;sg;acc;ind - n;m;sg;dat;ind,C
bandingi,bandingja,0_15,0_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
svínin,svína,1_6,1_14,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;pl;gen;ind,C
sáu,sást,0_10,0_12,verb;actv;past;p3;pl,verb;actv;past;p2;sg - verb;midv;past;p1;sg - verb;midv;past;p2;sg - verb;midv;past;p3;sg,C
öldungaráðið,öldungaráð,1_15,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
andleg,andleg,1_0,1_0,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
fávísum,fávísa,1_2,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hrygg,hryggt,0_14,0_17,n;m;sg;acc;ind - n;m;sg;dat;ind - verb;actv;imp;p2;sg,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
ölmusu,ölmusa,1_17,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dýrkið,dýrkaði,1_15,1_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
limir,limum,1_4,1_2,n;m;pl;nom;ind,n;m;pl;dat;ind,C
leyfi,leyft,0_15,0_17,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
ótrúu,ótrú,1_17,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lýg,lýgur,1_0,1_12,verb;actv;pri;p1;sg,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,C
sá,sái,0_14,0_15,,,TGT_LEXICAL_ERROR
réttlátt,réttlátum,1_0,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
komast,koma,0_11,0_20,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,C
glerhaf,glerhafið,1_0,1_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
báðir,báðu,1_4,1_17,prn;ind;m;pl;nom - det;ind;m;pl;nom,verb;actv;past;p3;pl,POS_PAIR_ERROR
þola,þolið,1_14,1_15,verb;actv;inf - verb;actv;pri;p3;pl,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
töfra,töfrum,1_14,1_2,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;dat;ind,C
leggið,leggja,0_19,0_6,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;midv;imp;p2;pl,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,C
höggorminn,höggorma,1_5,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
útlendinga,útlendingum,1_14,1_2,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;dat;ind,C
hreinir,hreina,1_4,1_14,adj;pst;m;pl;nom;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
málið,málinu,1_15,1_10,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;dat;def,C
Kefas,Kefasi,1_0,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þjóna,þjóns,1_14,1_13,n;m;pl;acc;def - n;m;pl;gen;def,n;m;sg;gen;def,C
safna,safnar,1_14,1_9,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;midv;imp;p2;sg,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,C
meinaði,meinað,1_11,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dýrkum,dýrkar,1_2,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
líflátið,líflát,1_15,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
synd,synda,1_0,1_14,verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,C
stattu,statt,0_4,0_17,verb;actv;imp;p2;sg,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,POS_PAIR_ERROR
framkvæma,framkvæmir,1_14,1_4,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
fenginn,fengin,1_5,1_6,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - verb;actv;pp;f;sg;nom;sta,C
klædda,klædduð,1_14,1_18,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
beinir,beint,1_4,1_0,adj;pst;m;pl;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
reyndar,reyndir,1_9,1_4,adv; - n;f;sg;gen;ind - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;past;p2;sg - verb;actv;pss;p2;sg - verb;actv;pp;m;pl;nom;sta,C
pretta,pretti,1_14,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eignarlýður,eignarlýð,1_12,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lima,limum,1_14,1_2,n;m;pl;gen;ind,n;m;pl;dat;ind,C
syndgað,syndgum,1_8,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
leyndi,leyndu,1_7,1_17,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
fiskinn,fisk,1_5,1_0,n;m;sg;acc;ind - n;m;sg;acc;def,n;m;sg;acc;ind - n;m;sg;acc;def,C
synduga,syndugu,1_14,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
krafin,krafa,0_3,0_20,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,n;f;sg;nom;ind,POS_PAIR_ERROR
markinu,marki,1_10,1_7,n;nt;sg;dat;def,n;nt;sg;dat;ind,C
fórst,fórum,0_12,0_1,verb;actv;past;p2;sg - verb;midv;past;p1;sg - verb;midv;past;p2;sg - verb;midv;past;p3;sg,verb;actv;past;p1;pl,C
helga,helgaði,1_14,1_11,,,TGT_LEXICAL_ERROR
Gyðings,Gyðinginn,1_13,1_5,n;m;sg;gen;ind,n;m;sg;acc;def,C
andlegan,andlegir,1_3,1_4,adj;pst;m;sg;acc;sta,adj;pst;m;pl;nom;sta,C
hrygg,hryggir,0_14,0_8,n;m;sg;acc;ind - n;m;sg;dat;ind - verb;actv;imp;p2;sg,n;m;pl;nom;ind - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
réttur,rétt,1_12,1_0,n;m;sg;nom;ind - adj;pst;m;sg;nom;sta,adv; - n;m;sg;acc;ind - adj;pst;f;sg;nom;sta - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
höggorma,höggormar,1_14,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
alkunn,alkunnur,1_0,1_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fylla,fylli,0_20,0_15,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,verb;midv;inf - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
dýrlegur,dýrlegan,1_12,1_3,adj;pst;m;sg;nom;sta,adj;pst;m;sg;acc;sta,C
birta,birtum,0_20,0_1,verb;actv;inf - verb;actv;pri;p3;pl - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pri;p1;pl - verb;actv;past;p1;pl - verb;actv;prs;p1;pl - verb;actv;pss;p1;pl - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,C
gestir,gestunum,1_4,1_1,n;m;pl;nom;ind,n;m;pl;dat;def,C
Pílatus,Pílatusar,1_0,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
öldunga,öldungunum,1_14,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sætum,sæti,1_2,1_7,n;nt;pl;dat;ind - verb;actv;pss;p1;pl - adj;pst;m;sg;gen;sta - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - adj;pst;m;sg;nom;vei,C
óstyrkar,óstyrka,1_9,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
heimtar,heimtað,1_9,1_8,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
sannleiks,sannleika,1_13,1_14,n;m;sg;gen;ind,n;m;sg;acc;ind - n;m;sg;dat;ind - n;m;sg;gen;ind,PARADIGM_ERROR
auðæfa,auðæfum,1_14,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
semja,semja,0_6,0_6,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,C
kærleik,kærleika,1_0,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tímar,tími,1_9,1_7,n;m;pl;nom;ind,n;m;sg;nom;ind,C
ríka,ríkir,0_20,0_8,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,C
ofsóttu,ofsótt,1_17,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dómar,dómur,1_9,1_12,n;m;pl;nom;def,n;m;sg;nom;def,C
orðinn,orð,1_5,1_0,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,POS_PAIR_ERROR
skilur,skilið,1_12,1_15,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
helgidóminn,helgidóms,1_5,1_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
greiða,greiðir,0_20,0_8,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
andleg,andlegar,1_0,1_9,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,C
Hvern,Hverja,0_9,0_6,prn;ind;m;sg;acc - prn;itg;m;sg;acc,prn;itg;m;pl;acc - prn;itg;f;sg;acc - prn;ind;m;pl;acc - prn;ind;f;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
vekur,veki,0_16,0_15,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
munur,munir,0_16,0_8,n;m;sg;nom;ind,verb;prs;p2;sg - verb;actv;prs;p2;sg - n;m;pl;nom;ind,C
rómversk,rómverska,1_0,1_14,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
hljóti,hljótið,0_15,0_19,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
safnaða,safnaðar,1_14,1_9,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;f;pl;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
veittu,veitist,0_4,0_7,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,C
kálfa,kálf,1_14,1_0,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;sg;acc;ind,C
Símeons,Símeon,1_13,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dulda,duldar,1_14,1_9,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,C
heiti,heit,0_15,0_14,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
postulum,postula,1_2,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fóturinn,fótur,1_16,1_12,n;m;sg;nom;def,n;m;sg;nom;ind,C
grein,greinar,1_0,1_9,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;imp;p2;sg,n;f;sg;gen;ind - n;f;pl;nom;ind - n;f;pl;acc;ind - n;m;pl;nom;ind,C
búi,búist,0_15,0_7,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;supn - verb;midv;pri;p2;pl - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,C
sumar,sum,1_9,1_0,n;nt;sg;nom;ind - n;nt;sg;acc;ind - prn;ind;f;pl;nom - prn;ind;f;pl;acc,prn;ind;f;sg;nom - prn;ind;nt;pl;nom - prn;ind;nt;pl;acc,TGT_POS_ERROR
vísu,vísaði,1_17,1_11,,,TGT_LEXICAL_ERROR
opinbera,opinberað,1_14,1_8,,,TGT_LEXICAL_ERROR
knýja,kný,0_6,0_14,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,C
langaði,langað,1_11,1_8,verb;actv;past;p1;sg - verb;actv;past;p1;pl - verb;actv;past;p2;sg - verb;actv;past;p2;pl - verb;actv;past;p3;sg - verb;actv;past;p3;pl - verb;actv;pss;p3;sg - verb;actv;pss;p3;pl,verb;actv;supn,C
fagnar,fagna,1_9,1_14,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
sveig,sveigði,0_14,0_5,verb;actv;imp;p2;sg,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
ættum,ætt,1_2,1_0,n;f;pl;dat;ind - verb;actv;pss;p1;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,C
flokkinn,flokkum,1_5,1_2,n;m;sg;acc;ind - n;m;sg;acc;def,n;m;pl;dat;ind - n;m;pl;dat;def,C
lærisveina,lærisveina,1_14,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skurðgoðin,skurðgoðunum,1_6,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
veiku,veikum,1_17,1_2,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,C
átta,áttað,1_14,1_8,,,TGT_LEXICAL_ERROR
orðinn,orðs,1_5,1_13,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,n;nt;sg;gen;ind,POS_PAIR_ERROR
skip,skipinu,1_0,1_10,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;dat;def,C
þorpið,þorpin,1_15,1_6,n;nt;sg;nom;def - n;nt;sg;acc;def,n;nt;pl;nom;def - n;nt;pl;acc;def,C
hleypa,hleyptu,0_20,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
blöð,blöðin,1_0,1_6,n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;pl;nom;def - n;nt;pl;acc;def,C
réttláts,réttlátir,1_13,1_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
réttlátu,réttláti,1_17,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lesa,lesið,1_14,1_15,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
boða,boðum,1_14,1_2,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,n;nt;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
frjálsir,frjálst,1_4,1_0,adj;pst;m;pl;nom;sta,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
bræði,bræði,1_7,1_7,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
sælan,sæla,1_3,1_14,adj;pst;m;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
dregur,dregst,0_16,0_12,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,C
komi,komast,0_15,0_11,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;inf - verb;midv;pri;p3;pl,C
vor,voruð,1_0,1_18,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - prn;p1;mf;sg;gen,verb;past;p2;pl,POS_PAIR_ERROR
vatn,vatnið,1_0,1_15,n;nt;sg;nom;ind - n;nt;sg;acc;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,C
lambinu,lamba,1_10,1_14,n;nt;sg;dat;def,n;nt;pl;gen;ind,C
horfum,horfið,0_1,0_19,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;f;pl;dat;ind,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
hvílíka,hvílíkt,1_14,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
