src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
skåden,skådar,2_14,N;DEF;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
traktade,trakten,2_11,ADJ;DEF;PL,2_14,N;DEF;SG,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_TGT_SLOT_ERROR
Högstes,Högstes,1_2,N;INDF;GEN;PL,1_2,N;INDF;GEN;PL,adj;sint;sup;m;sp;def;gen,adj;sint;sup;m;sp;def;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
bära,bär,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;inf;actv,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
försmå,försmå,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rättfärdigt,rättfärdiga,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,adj;sint;pst;nt;sg;ind,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_SRC_SLOT_ERROR
förövat,förövade,0_10,ADJ;INDF;NEUT;SG,0_1,V;ACT;IND;PST,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
underordnen,underordnar,2_14,N;DEF;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
dyrkas,dyrkades,2_7,V;PASS;NFIN,2_10,V;PASS;IND;PST,verb;inf;pasv - verb;pres;pasv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,ERR_SRC_SLOT_ERROR
kränkt,kränk,0_10,ADJ;INDF;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,MAPPED_POS_PAIR_ERROR
oskyldige,oskyldigt,0_5,V.PTCP;PST,0_10,ADJ;INDF;NEUT;SG,adj;sint;pst;m;sg;def,adj;sint;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ät,äte,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;prs;actv,TGT_SLOT_ERROR
drag,drages,0_2,V;ACT;NFIN;COMPOUND,0_3,V;PASS;IND;PRS,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;prs;pasv - verb;pres;pasv - n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R,C
ögonen,ögonens,1_7,DET;SG,1_6,N;DEF;GEN;SG,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;pl;def;gen - n;nt;pl;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
syra,syr,2_12,V;IMP,2_2,N;INDF;NOM;SG;COMPOUND,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;pres;actv - verb;inf;actv;cmp;compound-only-L,TGT_SLOT_ERROR
Aser,Asor,0_8,V.CVB,0_13,ADJ;PRS;GEN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
anställa,anställer,0_0,V;ACT;NFIN,0_8,V.CVB,verb;inf;actv,verb;pres;actv,ERR_TGT_SLOT_ERROR
bespejen,bespejat,2_14,N;DEF;SG,2_5,V.CVB;ACT,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
prästs,präster,1_2,N;INDF;GEN;PL,1_0,N;INDF;PL,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förtäljt,förtälj,0_10,ADJ;INDF;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
faten,fatte,0_6,ADJ;INDF;MASC+FEM;SG,0_1,V;ACT;IND;PST,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
försagd,försagda,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,adj;sint;pst;ut;sg;ind,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
besluten,besluts,0_6,ADJ;INDF;MASC+FEM;SG,0_4,N;INDF;GEN;SG,n;nt;pl;def - n;nt;pl;def;compound-R - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,n;nt;sg;ind;gen - n;nt;pl;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;pl;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
fånget,fångas,2_4,PRN;NOM;NEUT;SG,2_7,V;PASS;NFIN,n;nt;sg;def - n;nt;sg;def;compound-R - adj;sint;pst;nt;sg;ind,verb;inf;pasv - verb;pres;pasv,ERR_TGT_SLOT_ERROR
svagare,svage,0_12,V.CVB;COMPV,0_5,V.PTCP;PST,adj;sint;comp;un;sp,adj;sint;pst;m;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Vems,Vem,1_2,N;INDF;GEN;PL,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
lampas,lampa,0_11,ADJ;INDF;GEN;PL,0_0,V;ACT;NFIN,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
arbetet,arbeta,2_4,PRN;NOM;NEUT;SG,2_12,V;IMP,n;nt;sg;def - n;nt;sg;def;compound-R,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
rannsakar,rannsakning,2_9,V;ACT;IND;PRS,2_0,PRN;SG,verb;pres;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
döma,döm,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
klädd,klädda,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,TGT_SLOT_ERROR
timmar,timme,1_0,N;INDF;PL,1_1,N;INDF;NOM;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
öppnen,öppnades,2_14,N;DEF;SG,2_10,V;PASS;IND;PST,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
sjufaldigt,sjufaldig,0_10,ADJ;INDF;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,adj;pst;nt;sg;ind,adj;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
säker,säkert,0_2,V;ACT;NFIN;COMPOUND,0_10,ADJ;INDF;NEUT;SG,adj;sint;pst;ut;sg;ind,adj;sint;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Aras,Ar,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,np;top - np;top;compound-R,n;un;sg;ind - n;un;pl;ind,POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
avslöjad,avslöjade,2_3,PRN,2_11,ADJ;DEF;PL,adj;pp;ut;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
förståndet,förstånd,1_8,N;DEF;NOM;SG,1_1,N;INDF;NOM;SG,n;nt;sg;def - n;nt;sg;def;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,C
tecknen,tecknet,2_14,N;DEF;SG,2_4,PRN;NOM;NEUT;SG,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;sg;def - n;nt;sg;def;compound-R,ERR_SRC_SLOT_ERROR
läras,lärt,0_11,ADJ;INDF;GEN;PL,0_10,ADJ;INDF;NEUT;SG,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,SRC_SLOT_ERROR
fattat,fattade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pst;nt;sg;ind,verb;past;actv - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,MAPPED_POS_PAIR_ERROR
förtorka,förtorkat,2_12,V;IMP,2_5,V.CVB;ACT,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
riglade,riglar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
utsläcka,utsläckte,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
kol,kolen,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;un;sg;ind - n;un;pl;ind - n;un;sg;ind;compound-R - n;un;pl;ind;compound-R - n;un;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;un;sg;def - n;un;pl;def - n;un;sg;def;compound-R - n;un;pl;def;compound-R,ERR_TGT_SLOT_ERROR
svälja,sväljt,0_0,V;ACT;NFIN,0_10,ADJ;INDF;NEUT;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
förgätna,förgät,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR;SRC_SLOT_ERROR
arbetet,arbetare,2_4,PRN;NOM;NEUT;SG,2_1,N;INDF;NOM;PL,n;nt;sg;def - n;nt;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,PARADIGM_ERROR;SRC_SLOT_ERROR
silverpenning,silverpenningar,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uppslukades,uppslukade,2_10,V;PASS;IND;PST,2_11,ADJ;DEF;PL,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,MAPPED_POS_PAIR_ERROR
nätverken,nätverken,1_7,DET;SG,1_7,DET;SG,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
avskyn,avskys,0_6,ADJ;INDF;MASC+FEM;SG,0_4,N;INDF;GEN;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR
förkovra,förkovran,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;def - n;ut;sg;ind;compound-R - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR
partiskt,partisk,0_10,ADJ;INDF;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;nt;sg;ind,adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
splittras,splittror,0_11,ADJ;INDF;GEN;PL,0_13,ADJ;PRS;GEN,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv - verb;pres;pasv,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
lysande,lysen,0_9,V.PTCP;PRS,0_6,ADJ;INDF;MASC+FEM;SG,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,n;nt;pl;ind - n;nt;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
evigheten,evighetens,1_7,DET;SG,1_6,N;DEF;GEN;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tagen,tagna,0_6,ADJ;INDF;MASC+FEM;SG,0_0,V;ACT;NFIN,n;nt;pl;def - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,TGT_SLOT_ERROR
synagogföreståndare,synagogföreståndarens,1_1,N;INDF;NOM;SG,1_6,N;DEF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hemsök,hemsöker,0_2,V;ACT;NFIN;COMPOUND,0_8,V.CVB,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;pres;actv,ERR_TGT_SLOT_ERROR
stjäl,stjälen,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
finnas,finnen,0_11,ADJ;INDF;GEN;PL,0_6,ADJ;INDF;MASC+FEM;SG,verb;inf;pasv - verb;inf;pasv,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fyllas,fyll,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv,verb;imp - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,SRC_SLOT_ERROR
dragen,dragit,0_6,ADJ;INDF;MASC+FEM;SG,0_14,PRN;NEUT;SG,n;nt;pl;def - adj;pp;ut;sg;ind - n;nt;pl;def;compound-R - n;ut;sg;def - n;ut;sg;def;compound-R - adj;sint;pst;ut;sg;ind,verb;supn;actv,ERR_TGT_SLOT_ERROR
kaldé,kaldéer,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
äpplens,äpplena,0_4,N;INDF;GEN;SG,0_0,V;ACT;NFIN,n;nt;pl;ind;gen - n;nt;pl;ind;gen;compound-R,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
församlingarna,församlingarna,1_4,N;DEF;NOM;PL,1_4,N;DEF;NOM;PL,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
ställe,ställ,0_5,V.PTCP;PST,0_2,V;ACT;NFIN;COMPOUND,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
vädur,vädurar,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
försörja,försörjare,0_0,V;ACT;NFIN,0_12,V.CVB;COMPV,verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR;TGT_SLOT_ERROR
gjordes,gjorden,0_3,V;PASS;IND;PRS,0_6,ADJ;INDF;MASC+FEM;SG,verb;past;pasv - adj;pp;m;sg;def;gen,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_TGT_SLOT_ERROR
utfören,utfört,0_6,ADJ;INDF;MASC+FEM;SG,0_10,ADJ;INDF;NEUT;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
fäster,fästen,0_8,V.CVB,0_6,ADJ;INDF;MASC+FEM;SG,verb;pres;actv,n;nt;pl;ind - n;nt;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uppgiven,uppgives,0_6,ADJ;INDF;MASC+FEM;SG,0_3,V;PASS;IND;PRS,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;prs;pasv - verb;pres;pasv,POS_PAIR_ERROR
sammanräknat,sammanräknad,0_10,ADJ;INDF;NEUT;SG,0_5,V.PTCP;PST,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sammansvärjning,sammansvärjningen,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
luttrade,luttrar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
täcken,täcker,0_6,ADJ;INDF;MASC+FEM;SG,0_8,V.CVB,n;nt;pl;ind - n;nt;pl;ind;compound-R,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sag,sag,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
varen,var,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
betyder,betyda,0_8,V.CVB,0_0,V;ACT;NFIN,verb;pres;actv,verb;inf;actv,ERR_SRC_SLOT_ERROR
vreden,vreda,0_6,ADJ;INDF;MASC+FEM;SG,0_0,V;ACT;NFIN,n;nt;pl;def - n;ut;sg;def - n;nt;pl;def;compound-R - n;ut;sg;def;compound-R,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,ERR_TGT_SLOT_ERROR
göra,göres,0_0,V;ACT;NFIN,0_3,V;PASS;IND;PRS,verb;inf;actv - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;pasv,C
Gerar,Gera,2_9,V;ACT;IND;PRS,2_12,V;IMP,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
kaldéen,kaldéerna,1_7,DET;SG,1_5,N;DEF;PL,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
drype,drypa,0_5,V.PTCP;PST,0_0,V;ACT;NFIN,verb;prs;actv,verb;inf;actv,SRC_SLOT_ERROR
gnistrande,gnistra,2_8,ADJ;PRS,2_12,V;IMP,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
arma,arm,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR
kläder,kläd,0_8,V.CVB,0_2,V;ACT;NFIN;COMPOUND,verb;pres;actv - n;un;pl;ind - n;un;pl;ind;compound-R,verb;imp - verb;inf;actv;cmp;compound-only-L - n;un;sg;ind;cmp;compound-only-L,SRC_SLOT_ERROR
förtröstan,förtröstade,2_2,N;INDF;NOM;SG;COMPOUND,2_11,ADJ;DEF;PL,n;ut;sg;ind - n;ut;sg;def - n;ut;sg;ind;compound-R - n;ut;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,POS_PAIR_ERROR;SRC_SLOT_ERROR
förgöres,förgörare,0_3,V;PASS;IND;PRS,0_12,V.CVB;COMPV,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
öst,öser,0_10,ADJ;INDF;NEUT;SG,0_8,V.CVB,adv; - verb;supn;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind - n;ut;sg;ind;cmp;compound-only-L,verb;pres;actv,ERR_TGT_SLOT_ERROR
fördölj,fördölja,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
larmade,larma,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
upptagna,upptagas,0_0,V;ACT;NFIN,0_11,ADJ;INDF;GEN;PL,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;inf;pasv,ERR_TGT_SLOT_ERROR
blottades,blottas,2_10,V;PASS;IND;PST,2_7,V;PASS;NFIN,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;fn;sg;def;gen - n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv - verb;pres;pasv,C
skilda,skildes,0_0,V;ACT;NFIN,0_3,V;PASS;IND;PRS,adj;pp;pl;ind - adj;pp;pl;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def - adj;pp;fn;sg;def,adj;sint;pst;m;sg;def;gen - adj;pp;m;sg;def;gen - verb;past;pasv - verb;past;pasv,SRC_SLOT_ERROR;TGT_SLOT_ERROR
förökat,föröken,2_5,V.CVB;ACT,2_14,N;DEF;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
möt,mötte,0_2,V;ACT;NFIN;COMPOUND,0_1,V;ACT;IND;PST,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
talat,talen,2_5,V.CVB;ACT,2_14,N;DEF;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;nt;pl;def,ERR_SRC_SLOT_ERROR
utsen,utser,0_6,ADJ;INDF;MASC+FEM;SG,0_8,V.CVB,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
arvingen,arvinge,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
utföra,utfören,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
Beer,Beera,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
bräckte,bräcker,0_1,V;ACT;IND;PST,0_8,V.CVB,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,verb;pres;actv,ERR_TGT_SLOT_ERROR
förlåter,förlåt,0_8,V.CVB,0_2,V;ACT;NFIN;COMPOUND,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ij; - verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
