src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
kosti,kostar,1_7,N;INDF;DAT;SG,1_9,ADJ;NOM;PL,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - n;m;sg;dat;ind - n;m;pl;acc;ind,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - n;m;sg;gen;ind,TGT_SLOT_ERROR
hrósaði,hrósar,1_11,V;SBJV;PST;3;SG,1_9,ADJ;NOM;PL,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,ERR_TGT_SLOT_ERROR
veitum,veitast,0_1,V;SBJV;PRS;1;PL,0_11,V;IND;PRS;3;PL,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;midv;inf - verb;midv;pri;p3;pl,ERR_SRC_SLOT_ERROR
Grikkja,Grikki,0_6,PRN;INDF;ACC;PL,0_15,V;SBJV;PRS;3;PL,n;m;pl;gen;ind,n;m;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sýnast,sýna,0_11,V;IND;PRS;3;PL,0_20,V;NFIN,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,ERR_TGT_SLOT_ERROR
spyrð,spyrja,0_18,N;INDF;NOM;SG,0_6,PRN;INDF;ACC;PL,verb;actv;pri;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vona,voni,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,verb;actv;inf - n;f;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,ERR_TGT_SLOT_ERROR
góði,góðar,1_7,N;INDF;DAT;SG,1_9,ADJ;NOM;PL,adj;pst;m;sg;nom;vei,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
reiði,reiði,1_7,N;INDF;DAT;SG,1_7,N;INDF;DAT;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - adj;pst;m;sg;nom;vei,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - adj;pst;m;sg;nom;vei,C
stríð,stríði,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,n;nt;sg;dat;ind - adj;pst;m;sg;nom;vei,ERR_TGT_SLOT_ERROR
þjónunum,þjón,1_1,N;DEF;DAT;PL,1_0,N;INDF;ACC;SG,n;m;pl;dat;ind,n;m;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
voruð,vor,1_18,V;IND;PST;2;PL,1_0,N;INDF;ACC;SG,verb;past;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - prn;p1;mf;sg;gen,POS_PAIR_ERROR
öruggu,örugga,1_17,N;INDF;GEN;SG,1_14,N;INDF;GEN;PL,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
dýrinu,dýrið,1_10,V;SBJV;PST;2;PL,1_15,V;IMP;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sverðinu,sverðs,1_10,V;SBJV;PST;2;PL,1_13,PRN;INDF;GEN;SG,n;nt;sg;dat;def,n;nt;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Ljóst,Ljós,0_17,V.PTCP;PST;ACC;SG,0_14,V;IMP;2;SG,verb;actv;imp;p2;sg,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
brúðkaupið,brúðkaup,1_15,V;IMP;2;PL,1_0,N;INDF;ACC;SG,n;nt;sg;nom;def - n;nt;sg;acc;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
Sá,Sá,0_14,V;IMP;2;SG,0_14,V;IMP;2;SG,prn;dem;m;sg;nom - det;dem;m;sg;nom - verb;actv;past;p1;sg - verb;actv;past;p3;sg,prn;dem;m;sg;nom - det;dem;m;sg;nom - verb;actv;past;p1;sg - verb;actv;past;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
trega,tregir,1_14,N;INDF;GEN;PL,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bersyndugum,bersyndugir,1_2,N;INDF;DAT;PL,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
leyndardómi,leyndardómum,1_7,N;INDF;DAT;SG,1_2,N;INDF;DAT;PL,n;m;sg;dat;def,n;m;pl;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
komist,komst,0_7,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;1;SG,verb;midv;supn - verb;midv;pri;p2;pl - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,verb;actv;past;p2;sg - verb;midv;past;p1;sg - verb;midv;past;p2;sg - verb;midv;past;p3;sg,TGT_SLOT_ERROR
gengið,genginn,0_19,V;IND;PRS;2;PL,0_2,ADJ;NOM;SG,verb;actv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pp;m;sg;nom;sta - verb;actv;pp;m;sg;acc;sta,ERR_TGT_SLOT_ERROR
eigir,eigum,0_8,V;SBJV;PRS;2;SG,0_1,V;SBJV;PRS;1;PL,verb;actv;prs;p2;sg,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sæti,sætt,1_7,N;INDF;DAT;SG,1_0,N;INDF;ACC;SG,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - adj;pst;m;sg;nom;vei,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,ERR_TGT_SLOT_ERROR
fötum,föt,1_2,N;INDF;DAT;PL,1_0,N;INDF;ACC;SG,n;nt;pl;dat;ind,n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
snúa,snúi,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;pss;p3;sg,ERR_SRC_SLOT_ERROR
grafið,grafinn,0_19,V;IND;PRS;2;PL,0_2,ADJ;NOM;SG,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;sg;nom;sta - adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR
vegar,vegur,1_9,ADJ;NOM;PL,1_12,V.PTCP;PST;NOM;SG,n;m;sg;gen;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
krossfesti,krossfesta,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
inn,innir,0_14,V;IMP;2;SG,0_8,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
umskorna,umskornu,1_14,N;INDF;GEN;PL,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kom,komum,0_14,V;IMP;2;SG,0_1,V;SBJV;PRS;1;PL,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;imp;p2;sg,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;past;p1;pl - verb;actv;prs;p1;pl,C
dýrðin,dýrðar,1_6,V.PTCP;PST;ACC;PL,1_9,ADJ;NOM;PL,n;f;sg;nom;def,n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
héldu,héldum,1_17,N;INDF;GEN;SG,1_2,N;INDF;DAT;PL,verb;actv;past;p3;pl - verb;actv;pss;p3;pl,verb;actv;past;p1;pl - verb;actv;pss;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
eigur,eigir,0_16,V;IND;PRS;2;SG,0_8,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
krafturinn,krafti,1_16,N;DEF;NOM;SG,1_7,N;INDF;DAT;SG,n;m;sg;nom;def,n;m;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
loka,lokuð,1_14,N;INDF;GEN;PL,1_18,V;IND;PST;2;PL,n;nt;pl;gen;ind - n;f;sg;nom;ind - n;f;pl;gen;ind,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_TGT_SLOT_ERROR
hangir,hanga,1_4,V;IND;PST;2;SG,1_14,N;INDF;GEN;PL,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sólar,sólu,1_9,ADJ;NOM;PL,1_17,N;INDF;GEN;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
prestar,prest,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,n;m;pl;nom;ind,n;m;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fréttu,frétt,1_17,N;INDF;GEN;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
inna,inn,0_20,V;NFIN,0_14,V;IMP;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
verks,verk,1_13,PRN;INDF;GEN;SG,1_0,N;INDF;ACC;SG,n;nt;sg;gen;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - n;m;sg;acc;ind - n;m;sg;dat;ind,ERR_SRC_SLOT_ERROR
tíðindum,tíðindi,1_2,N;INDF;DAT;PL,1_7,N;INDF;DAT;SG,n;nt;pl;dat;ind,n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
auðugir,auðug,1_4,V;IND;PST;2;SG,1_0,N;INDF;ACC;SG,adj;pst;m;pl;nom;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tungli,tungls,1_7,N;INDF;DAT;SG,1_13,PRN;INDF;GEN;SG,n;nt;sg;dat;ind,n;nt;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fullþroskað,fullþroska,1_8,V.CVB,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ljúga,ljúgum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
krafti,krafta,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,n;m;sg;dat;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
þyrsta,þyrstir,1_14,N;INDF;GEN;PL,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tunglsjúkur,tunglsjúka,1_12,V.PTCP;PST;NOM;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kyrrt,kyrrir,1_0,N;INDF;ACC;SG,1_4,V;IND;PST;2;SG,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hæsti,hæstum,1_7,N;INDF;DAT;SG,1_2,N;INDF;DAT;PL,adj;sup;m;sg;nom;vei,adj;sup;m;sg;dat;sta - adj;sup;m;pl;dat;sta - adj;sup;f;pl;dat;sta - adj;sup;nt;pl;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
opinberir,opinberuð,1_4,V;IND;PST;2;SG,1_18,V;IND;PST;2;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
Hvern,Hvert,0_9,PRN;INDF;ACC;SG,0_17,V.PTCP;PST;ACC;SG,prn;ind;m;sg;acc - prn;itg;m;sg;acc,adv;itg - prn;ind;nt;sg;nom - prn;ind;nt;sg;acc - prn;itg;nt;sg;nom - prn;itg;nt;sg;acc,SRC_POS_ERROR TGT_POS_ERROR;TGT_SLOT_ERROR
helgu,helgað,1_17,N;INDF;GEN;SG,1_8,V.CVB,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
flytja,flytur,0_6,PRN;INDF;ACC;PL,0_16,V;IND;PRS;2;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
átta,áttum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,num;m;pl;nom - num;m;pl;acc - num;m;pl;dat - num;m;pl;gen - num;f;pl;nom - num;f;pl;acc - num;f;pl;dat - num;f;pl;gen - num;nt;pl;nom - num;nt;pl;acc - num;nt;pl;dat - num;nt;pl;gen,verb;actv;past;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
píslir,písl,1_4,V;IND;PST;2;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ávarpaði,ávarpa,1_11,V;SBJV;PST;3;SG,1_14,N;INDF;GEN;PL,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;f;sg;nom;vei,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,ERR_TGT_SLOT_ERROR
þernur,þerna,1_12,V.PTCP;PST;NOM;SG,1_14,N;INDF;GEN;PL,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;nom;ind - n;f;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
drekki,drekkum,1_7,N;INDF;DAT;SG,1_2,N;INDF;DAT;PL,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_TGT_SLOT_ERROR
ilmjurtunum,ilmjurtir,1_1,N;DEF;DAT;PL,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bréfunum,bréfa,1_1,N;DEF;DAT;PL,1_14,N;INDF;GEN;PL,n;nt;pl;dat;def,n;nt;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
launin,launin,1_6,V.PTCP;PST;ACC;PL,1_6,V.PTCP;PST;ACC;PL,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;pl;nom;def - n;nt;pl;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
grundvallaði,grundvallaðir,1_7,N;INDF;DAT;SG,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
virtuð,virtir,1_18,V;IND;PST;2;PL,1_4,V;IND;PST;2;SG,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,verb;actv;past;p2;sg - verb;actv;pss;p2;sg,ERR_TGT_SLOT_ERROR
húss,húsinu,1_13,PRN;INDF;GEN;SG,1_10,V;SBJV;PST;2;PL,n;nt;sg;gen;ind,n;nt;sg;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vélabrögðum,vélabrögð,1_2,N;INDF;DAT;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
borgir,borgum,1_4,V;IND;PST;2;SG,1_2,N;INDF;DAT;PL,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;prs;p2;sg,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,SRC_SLOT_ERROR
læst,læsir,0_17,V.PTCP;PST;ACC;SG,0_8,V;SBJV;PRS;2;SG,verb;actv;supn - verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;pss;p2;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,MAPPED_POS_PAIR_ERROR
mannlegan,mannlegan,1_3,ADJ;ACC;SG,1_3,ADJ;ACC;SG,adj;pst;m;sg;acc;sta,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
samboðna,samboðið,0_21,V.PTCP;PST;GEN;SG,0_19,V;IND;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þráið,þráum,0_19,V;IND;PRS;2;PL,0_1,V;SBJV;PRS;1;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
fyllist,fyllt,0_7,V;SBJV;PRS;1;SG,0_17,V.PTCP;PST;ACC;SG,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_TGT_SLOT_ERROR
notað,nota,1_8,V.CVB,1_14,N;INDF;GEN;PL,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,MAPPED_POS_PAIR_ERROR
höfn,höfn,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lifnað,lifnaði,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
þyrstur,þyrstir,1_12,V.PTCP;PST;NOM;SG,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kaupa,kaupa,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hvílíkur,hvílík,1_12,V.PTCP;PST;NOM;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eilífs,eilífum,1_13,PRN;INDF;GEN;SG,1_2,N;INDF;DAT;PL,adj;pst;m;sg;dat;sta - adj;pst;nt;sg;dat;sta,adj;pst;m;sg;gen;sta - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
heilsu,heilsaði,1_17,N;INDF;GEN;SG,1_11,V;SBJV;PST;3;SG,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg,POS_PAIR_ERROR
uppfylltu,uppfylla,0_4,V;IND;PST;3;PL,0_20,V;NFIN,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,verb;actv;inf - verb;actv;pri;p3;pl,ERR_TGT_SLOT_ERROR
útlista,útlistum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
komast,komist,0_11,V;IND;PRS;3;PL,0_7,V;SBJV;PRS;1;SG,verb;midv;inf - verb;midv;pri;p3;pl,verb;midv;supn - verb;midv;pri;p2;pl - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,C
varðveit,varðveitir,0_14,V;IMP;2;SG,0_8,V;SBJV;PRS;2;SG,verb;actv;imp;p2;sg,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Seif,Seifs,1_0,N;INDF;ACC;SG,1_13,PRN;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
settir,settum,1_4,V;IND;PST;2;SG,1_2,N;INDF;DAT;PL,verb;actv;past;p2;sg - verb;actv;pss;p2;sg - adj;pst;m;pl;nom;sta - verb;actv;pp;m;pl;nom;sta,n;nt;pl;dat;ind - verb;actv;past;p1;pl - verb;actv;pss;p1;pl - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,MAPPED_POS_PAIR_ERROR
kvelja,kvel,0_6,PRN;INDF;ACC;PL,0_14,V;IMP;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
minnsta,minnsti,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,adj;sup;m;sg;acc;vei - adj;sup;m;sg;dat;vei - adj;sup;m;sg;gen;vei - adj;sup;m;pl;acc;sta - adj;sup;f;sg;nom;vei - adj;sup;f;sg;acc;sta - adj;sup;nt;sg;nom;vei - adj;sup;nt;sg;acc;vei - adj;sup;nt;sg;dat;vei - adj;sup;nt;sg;gen;vei,adj;sup;m;sg;nom;vei,ERR_TGT_SLOT_ERROR
