src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2,Notes,KEY,
wash,washing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
washing,washed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
washing,wash,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
blasts,blast,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
blast,blasts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
includes,included,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
includes,include,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
includes,including,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
included,includes,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
included,include,1_1,V;PST,1_2,V;NFIN,,,,,
included,including,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
include,includes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
include,included,1_2,V;NFIN,1_1,V;PST,,,,,
include,including,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
including,includes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
including,included,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
including,include,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
arrested,arrest,1_1,V;PST,1_2,V;NFIN,,,,,
arrested,arresting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
arrest,arrested,1_2,V;NFIN,1_1,V;PST,,,,,
arrest,arresting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
arresting,arrested,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
arresting,arrest,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
cargoes,cargo,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
cargo,cargoes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
approves,approved,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
approves,approve,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
approved,approves,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
approved,approve,1_1,V;PST,1_2,V;NFIN,,,,,
approve,approves,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
approve,approved,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
weep,weeping,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
weeping,weep,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
dry,drying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
drying,dry,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
bushes,bush,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
bush,bushes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
produces,produced,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
produces,produce,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
produced,produces,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
produced,produce,1_1,V;PST,1_2,V;NFIN,,,,,
produce,produces,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
produce,produced,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
animals,animal,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
animal,animals,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
nets,net,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
net,nets,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
ephesians,ephesian,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
ephesian,ephesians,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
points,pointed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
points,point,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
points,pointing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
pointed,points,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
pointed,point,1_1,V;PST,1_2,V;NFIN,,,,,
pointed,pointing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
point,points,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
point,pointed,1_2,V;NFIN,1_1,V;PST,,,,,
point,pointing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
pointing,points,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
pointing,pointed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
pointing,point,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
hebrews,hebrew,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
hebrew,hebrews,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
sits,sit,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
sit,sits,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
ploughs,plough,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
ploughs,ploughing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
plough,ploughs,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
plough,ploughing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
ploughing,ploughs,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
ploughing,plough,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
intent,intently,1_2,V;NFIN,1_4,?,,,,,
intently,intent,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
olives,olive,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
olive,olives,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
becomes,become,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
becomes,becoming,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
become,becomes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
become,becoming,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
becoming,becomes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
becoming,become,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
gratify,gratifying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
gratifying,gratify,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
calculated,calculate,1_1,V;PST,1_2,V;NFIN,,,,,
calculate,calculated,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
regulations,regulation,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
regulation,regulations,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
opposes,opposed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
opposes,oppose,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
opposes,opposing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
opposed,opposes,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
opposed,oppose,1_1,V;PST,1_2,V;NFIN,,,,,
opposed,opposing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
oppose,opposes,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
oppose,opposed,1_2,V;NFIN,1_1,V;PST,,,,,
oppose,opposing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
opposing,opposes,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
opposing,opposed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
opposing,oppose,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
follows,followed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
follows,follow,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
follows,following,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
follows,follower,1_0,V;3;SG;PRS,1_5,N;SG,POS_ERROR,,,,
followed,follows,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
followed,follow,1_1,V;PST,1_2,V;NFIN,,,,,
followed,following,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
followed,follower,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
follow,follows,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
follow,followed,1_2,V;NFIN,1_1,V;PST,,,,,
follow,following,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
follow,follower,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
following,follows,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
following,followed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
following,follow,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
following,follower,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
follower,follows,1_5,N;SG,1_0,V;3;SG;PRS,POS_ERROR,,,,
follower,followed,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
follower,follow,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
follower,following,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
riots,riot,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
riots,rioting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
riot,riots,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
riot,rioting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
rioting,riots,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
rioting,riot,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
worms,worm,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
worm,worms,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
keeps,keep,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
keeps,keeping,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
keeps,keeper,1_0,V;3;SG;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
keep,keeps,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
keep,keeping,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
keep,keeper,1_2,V;NFIN,1_5,N;SG,PARADIGM_ERROR,,,,
keeping,keeps,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
keeping,keep,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
keeping,keeper,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
keeper,keeps,1_5,N;SG,1_0,V;3;SG;PRS,PARADIGM_ERROR,,,,
keeper,keep,1_5,N;SG,1_2,V;NFIN,PARADIGM_ERROR,,,,
keeper,keeping,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
comforts,comforted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
comforts,comfort,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
comforts,comforting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
comforted,comforts,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
comforted,comfort,1_1,V;PST,1_2,V;NFIN,,,,,
comforted,comforting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
comfort,comforts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
comfort,comforted,1_2,V;NFIN,1_1,V;PST,,,,,
comfort,comforting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
comforting,comforts,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
comforting,comforted,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
comforting,comfort,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
offended,offend,1_1,V;PST,1_2,V;NFIN,,,,,
offend,offended,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
tempted,tempt,1_1,V;PST,1_2,V;NFIN,,,,,
tempted,tempting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
tempted,tempter,1_1,V;PST,1_5,N;SG,POS_ERROR,,,,
tempt,tempted,1_2,V;NFIN,1_1,V;PST,,,,,
tempt,tempting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
tempt,tempter,1_2,V;NFIN,1_5,N;SG,POS_ERROR,,,,
tempting,tempted,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
tempting,tempt,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
tempting,tempter,1_3,V;V.PTCP;PRS,1_5,N;SG,POS_ERROR,,,,
tempter,tempted,1_5,N;SG,1_1,V;PST,POS_ERROR,,,,
tempter,tempt,1_5,N;SG,1_2,V;NFIN,POS_ERROR,,,,
tempter,tempting,1_5,N;SG,1_3,V;V.PTCP;PRS,POS_ERROR,,,,
,,,,,,,,,,
towing,tower,1_3,V;V.PTCP;PRS,1_5,N;SG,PARADIGM_ERROR,,,,
tower,towing,1_5,N;SG,1_3,V;V.PTCP;PRS,PARADIGM_ERROR,,,,
,,,,,,,,,,
harmed,harm,1_1,V;PST,1_2,V;NFIN,,,,,
harm,harmed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
alienated,alienate,1_1,V;PST,1_2,V;NFIN,,,,,
alienate,alienated,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
nursed,nursing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
nursing,nursed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
steps,step,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
step,steps,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
thunders,thundered,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
thunders,thunder,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
thunders,thundering,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
thundered,thunders,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
thundered,thunder,1_1,V;PST,1_2,V;NFIN,,,,,
thundered,thundering,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
thunder,thunders,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
thunder,thundered,1_2,V;NFIN,1_1,V;PST,,,,,
thunder,thundering,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
thundering,thunders,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
thundering,thundered,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
thundering,thunder,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
prophesy,prophesying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
prophesying,prophesy,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
asks,asked,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
asks,ask,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
asks,asking,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
asked,asks,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
asked,ask,1_1,V;PST,1_2,V;NFIN,,,,,
asked,asking,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
ask,asks,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
ask,asked,1_2,V;NFIN,1_1,V;PST,,,,,
ask,asking,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
asking,asks,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
asking,asked,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
asking,ask,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
danced,dance,1_1,V;PST,1_2,V;NFIN,,,,,
danced,dancing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
dance,danced,1_2,V;NFIN,1_1,V;PST,,,,,
dance,dancing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
dancing,danced,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
dancing,dance,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
transgressions,transgression,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
transgression,transgressions,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
prevailed,prevail,1_1,V;PST,1_2,V;NFIN,,,,,
prevail,prevailed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
reigns,reigned,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
reigns,reign,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
reigns,reigning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
reigned,reigns,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
reigned,reign,1_1,V;PST,1_2,V;NFIN,,,,,
reigned,reigning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
reign,reigns,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
reign,reigned,1_2,V;NFIN,1_1,V;PST,,,,,
reign,reigning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
reigning,reigns,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
reigning,reigned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
reigning,reign,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
wrongdoers,wrongdoer,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
wrongdoer,wrongdoers,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
difficult,difficulty,1_2,V;NFIN,1_6,ADJ,POS_ERROR,,,,
difficulty,difficult,1_6,ADJ,1_2,V;NFIN,POS_ERROR,,,,
,,,,,,,,,,
humans,human,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
human,humans,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
grumble,grumbling,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
grumbling,grumble,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
trained,train,1_1,V;PST,1_2,V;NFIN,,,,,
trained,training,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
train,trained,1_2,V;NFIN,1_1,V;PST,,,,,
train,training,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
training,trained,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
training,train,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
goats,goat,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
goat,goats,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
disciples,disciple,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
disciple,disciples,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
veiled,veil,1_1,V;PST,1_2,V;NFIN,,,,,
veil,veiled,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
fails,failed,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
fails,fail,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
failed,fails,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
failed,fail,1_1,V;PST,1_2,V;NFIN,,,,,
fail,fails,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
fail,failed,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
edged,edge,1_1,V;PST,1_2,V;NFIN,,,,,
edge,edged,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
restores,restored,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
restores,restore,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
restored,restores,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
restored,restore,1_1,V;PST,1_2,V;NFIN,,,,,
restore,restores,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
restore,restored,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
devoted,devote,1_1,V;PST,1_2,V;NFIN,,,,,
devoted,devoting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
devote,devoted,1_2,V;NFIN,1_1,V;PST,,,,,
devote,devoting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
devoting,devoted,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
devoting,devote,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
arrives,arrived,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
arrives,arrive,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
arrives,arriving,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
arrived,arrives,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
arrived,arrive,1_1,V;PST,1_2,V;NFIN,,,,,
arrived,arriving,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
arrive,arrives,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
arrive,arrived,1_2,V;NFIN,1_1,V;PST,,,,,
arrive,arriving,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
arriving,arrives,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
arriving,arrived,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
arriving,arrive,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
quarrels,quarrel,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
quarrel,quarrels,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
pearls,pearl,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
pearl,pearls,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
truthful,truthfully,1_2,V;NFIN,1_4,?,,,,,
truthfully,truthful,1_4,?,1_2,V;NFIN,,,,,
,,,,,,,,,,
discussed,discuss,1_1,V;PST,1_2,V;NFIN,,,,,
discussed,discussing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
discuss,discussed,1_2,V;NFIN,1_1,V;PST,,,,,
discuss,discussing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
discussing,discussed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
discussing,discuss,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
exhorted,exhort,1_1,V;PST,1_2,V;NFIN,,,,,
exhort,exhorted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
marvelled,marvelling,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
marvelling,marvelled,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
temples,temple,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
temple,temples,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
realised,realise,1_1,V;PST,1_2,V;NFIN,,,,,
realised,realising,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
realise,realised,1_2,V;NFIN,1_1,V;PST,,,,,
realise,realising,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
realising,realised,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
realising,realise,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
hours,hour,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
hour,hours,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
peals,peal,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
peal,peals,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
noticed,notice,1_1,V;PST,1_2,V;NFIN,,,,,
noticed,noticing,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
notice,noticed,1_2,V;NFIN,1_1,V;PST,,,,,
notice,noticing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
noticing,noticed,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
noticing,notice,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
warns,warned,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
warns,warning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
warned,warns,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
warned,warning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
warning,warns,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
warning,warned,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
fights,fight,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
fights,fighting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
fight,fights,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
fight,fighting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
fighting,fights,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
fighting,fight,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
breastplates,breastplate,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
breastplate,breastplates,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
,,,,,,,,,,
stands,stand,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
stands,standing,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
stand,stands,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
stand,standing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,,,
standing,stands,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,,,
standing,stand,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,,,
,,,,,,,,,,
incited,inciting,1_1,V;PST,1_3,V;V.PTCP;PRS,,,,,
inciting,incited,1_3,V;V.PTCP;PRS,1_1,V;PST,,,,,
,,,,,,,,,,
converts,converted,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
converts,convert,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
converted,converts,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
converted,convert,1_1,V;PST,1_2,V;NFIN,,,,,
convert,converts,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
convert,converted,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
rented,rent,1_1,V;PST,1_2,V;NFIN,,,,,
rent,rented,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
ties,tied,1_0,V;3;SG;PRS,1_1,V;PST,,,,,
ties,tie,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
tied,ties,1_1,V;PST,1_0,V;3;SG;PRS,,,,,
tied,tie,1_1,V;PST,1_2,V;NFIN,,,,,
tie,ties,1_2,V;NFIN,1_0,V;3;SG;PRS,,,,,
tie,tied,1_2,V;NFIN,1_1,V;PST,,,,,
,,,,,,,,,,
forgives,forgive,1_0,V;3;SG;PRS,1_2,V;NFIN,,,,,
forgives,forgiving,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,,,
