src word,tgt word,src slot,tgt slot
Augenlider,Augenlider,1_0,1_0
Augenlider,Augenlidern,1_0,1_1
Augenlidern,Augenlider,1_1,1_0
Augenlidern,Augenlidern,1_1,1_1
Schlösser,Schlösser,1_0,1_0
Schlösser,Schlössern,1_0,1_1
Schlössern,Schlösser,1_1,1_0
Schlössern,Schlössern,1_1,1_1
Babel,Babel,1_0,1_0
Babel,Babels,1_0,1_2
Babels,Babel,1_2,1_0
Babels,Babels,1_2,1_2
Rabba,Rabba,1_0,1_0
Rabba,Rabbas,1_0,1_2
Rabbas,Rabba,1_2,1_0
Rabbas,Rabbas,1_2,1_2
Syrer,Syrer,1_0,1_0
Syrer,Syrern,1_0,1_1
Syrer,Syrers,1_0,1_2
Syrern,Syrer,1_1,1_0
Syrern,Syrern,1_1,1_1
Syrern,Syrers,1_1,1_2
Syrers,Syrer,1_2,1_0
Syrers,Syrern,1_2,1_1
Syrers,Syrers,1_2,1_2
eitel,eitel,1_0,1_0
eitel,eiteln,1_0,1_1
eiteln,eitel,1_1,1_0
eiteln,eiteln,1_1,1_1
Noah,Noah,1_0,1_0
Noah,Noahs,1_0,1_2
Noahs,Noah,1_2,1_0
Noahs,Noahs,1_2,1_2
Fenster,Fenster,1_0,1_0
Fenster,Fenstern,1_0,1_1
Fenstern,Fenster,1_1,1_0
Fenstern,Fenstern,1_1,1_1
Binnui,Binnui,1_0,1_0
Binnui,Binnuis,1_0,1_2
Binnuis,Binnui,1_2,1_0
Binnuis,Binnuis,1_2,1_2
Aroer,Aroer,1_0,1_0
Aroer,Aroers,1_0,1_2
Aroers,Aroer,1_2,1_0
Aroers,Aroers,1_2,1_2
Thekoiter,Thekoiter,1_0,1_0
Thekoiter,Thekoiters,1_0,1_2
Thekoiters,Thekoiter,1_2,1_0
Thekoiters,Thekoiters,1_2,1_2
Gerson,Gerson,1_1,1_1
Gerson,Gersons,1_1,1_2
Gersons,Gerson,1_2,1_1
Gersons,Gersons,1_2,1_2
nirgend,nirgend,1_0,1_0
nirgend,nirgends,1_0,1_2
nirgends,nirgend,1_2,1_0
nirgends,nirgends,1_2,1_2
Weide,Weide,1_0,1_0
Weide,Weiden,1_0,1_1
Weiden,Weide,1_1,1_0
Weiden,Weiden,1_1,1_1
Laeda,Laeda,1_0,1_0
Laeda,Laedan,1_0,1_1
Laedan,Laeda,1_1,1_0
Laedan,Laedan,1_1,1_1
Vasthi,Vasthi,1_0,1_0
Vasthi,Vasthis,1_0,1_2
Vasthis,Vasthi,1_2,1_0
Vasthis,Vasthis,1_2,1_2
Eli,Eli,1_0,1_0
Eli,Elis,1_0,1_2
Eli,Elia,1_0,1_5
Elis,Eli,1_2,1_0
Elis,Elis,1_2,1_2
Elis,Elia,1_2,1_5
Elia,Eli,1_5,1_0
Elia,Elis,1_5,1_2
Elia,Elia,1_5,1_5
Josua,Josua,1_0,1_0
Josua,Josuas,1_0,1_2
Josuas,Josua,1_2,1_0
Josuas,Josuas,1_2,1_2
für,für,1_0,1_0
für,fürs,1_0,1_2
fürs,für,1_2,1_0
fürs,fürs,1_2,1_2
Obadja,Obadja,1_0,1_0
Obadja,Obadjas,1_0,1_2
Obadjas,Obadja,1_2,1_0
Obadjas,Obadjas,1_2,1_2
Esthemo,Esthemo,1_0,1_0
Esthemo,Esthemoa,1_0,1_5
Esthemoa,Esthemo,1_5,1_0
Esthemoa,Esthemoa,1_5,1_5
Thahath,Thahath,1_0,1_0
Thahath,Thahaths,1_0,1_2
Thahaths,Thahath,1_2,1_0
Thahaths,Thahaths,1_2,1_2
Bukki,Bukki,1_0,1_0
Bukki,Bukkia,1_0,1_5
Bukki,Bukkis,1_0,1_2
Bukkia,Bukki,1_5,1_0
Bukkia,Bukkia,1_5,1_5
Bukkia,Bukkis,1_5,1_2
Bukkis,Bukki,1_2,1_0
Bukkis,Bukkia,1_2,1_5
Bukkis,Bukkis,1_2,1_2
Blinde,Blinde,1_0,1_0
Blinde,Blinden,1_0,1_1
Blinden,Blinde,1_1,1_0
Blinden,Blinden,1_1,1_1
Gamaliel,Gamaliel,1_0,1_0
Gamaliel,Gamaliels,1_0,1_2
Gamaliels,Gamaliel,1_2,1_0
Gamaliels,Gamaliels,1_2,1_2
Necho,Necho,1_0,1_0
Necho,Nechos,1_0,1_2
Nechos,Necho,1_2,1_0
Nechos,Nechos,1_2,1_2
Elieser,Elieser,1_0,1_0
Elieser,Eliesers,1_0,1_2
Eliesers,Elieser,1_2,1_0
Eliesers,Eliesers,1_2,1_2
schaben,schaben,1_1,1_1
schaben,schabte,1_1,1_4
schabte,schaben,1_4,1_1
schabte,schabte,1_4,1_4
Zora,Zora,1_0,1_0
Zora,Zoraiter,1_0,1_3
Zoraiter,Zora,1_3,1_0
Zoraiter,Zoraiter,1_3,1_3
Midian,Midian,1_1,1_1
Midian,Midians,1_1,1_2
Midians,Midian,1_2,1_1
Midians,Midians,1_2,1_2
Aja,Aja,1_0,1_0
Aja,Ajas,1_0,1_2
Ajas,Aja,1_2,1_0
Ajas,Ajas,1_2,1_2
Evangelium,Evangelium,1_0,1_0
Evangelium,Evangeliums,1_0,1_2
Evangeliums,Evangelium,1_2,1_0
Evangeliums,Evangeliums,1_2,1_2
Ziba,Ziba,1_0,1_0
Ziba,Zibas,1_0,1_2
Zibas,Ziba,1_2,1_0
Zibas,Zibas,1_2,1_2
Menahem,Menahem,1_0,1_0
Menahem,Menahems,1_0,1_2
Menahems,Menahem,1_2,1_0
Menahems,Menahems,1_2,1_2
Zarthan,Zarthan,1_1,1_1
Zarthan,Zarthans,1_1,1_2
Zarthans,Zarthan,1_2,1_1
Zarthans,Zarthans,1_2,1_2
Etam,Etam,1_0,1_0
Etam,Etams,1_0,1_2
Etams,Etam,1_2,1_0
Etams,Etams,1_2,1_2
Leibwächter,Leibwächter,1_0,1_0
Leibwächter,Leibwächtern,1_0,1_1
Leibwächtern,Leibwächter,1_1,1_0
Leibwächtern,Leibwächtern,1_1,1_1
Leuchtern,Leuchtern,1_1,1_1
Leuchtern,Leuchters,1_1,1_2
Leuchters,Leuchtern,1_2,1_1
Leuchters,Leuchters,1_2,1_2
Isaschar,Isaschar,1_0,1_0
Isaschar,Isaschars,1_0,1_2
Isaschars,Isaschar,1_2,1_0
Isaschars,Isaschars,1_2,1_2
Reise,Reise,1_0,1_0
Reise,Reisen,1_0,1_1
Reisen,Reise,1_1,1_0
Reisen,Reisen,1_1,1_1
Rapha,Rapha,1_0,1_0
Rapha,Raphas,1_0,1_2
Raphas,Rapha,1_2,1_0
Raphas,Raphas,1_2,1_2
Krüge,Krüge,1_0,1_0
Krüge,Krügen,1_0,1_1
Krügen,Krüge,1_1,1_0
Krügen,Krügen,1_1,1_1
Mahela,Mahela,1_5,1_5
Mahela,Maheliter,1_5,1_3
Maheliter,Mahela,1_3,1_5
Maheliter,Maheliter,1_3,1_3
Freude,Freude,1_0,1_0
Freude,Freuden,1_0,1_1
Freuden,Freude,1_1,1_0
Freuden,Freuden,1_1,1_1
Lösegeld,Lösegeld,1_0,1_0
Lösegeld,Lösegelds,1_0,1_2
Lösegelds,Lösegeld,1_2,1_0
Lösegelds,Lösegelds,1_2,1_2
Jeduthun,Jeduthun,1_1,1_1
Jeduthun,Jeduthuns,1_1,1_2
Jeduthuns,Jeduthun,1_2,1_1
Jeduthuns,Jeduthuns,1_2,1_2
Jonadab,Jonadab,1_0,1_0
Jonadab,Jonadabs,1_0,1_2
Jonadabs,Jonadab,1_2,1_0
Jonadabs,Jonadabs,1_2,1_2
Abimelech,Abimelech,1_0,1_0
Abimelech,Abimelechs,1_0,1_2
Abimelechs,Abimelech,1_2,1_0
Abimelechs,Abimelechs,1_2,1_2
Ornan,Ornan,1_1,1_1
Ornan,Ornans,1_1,1_2
Ornans,Ornan,1_2,1_1
Ornans,Ornans,1_2,1_2
Trank,Trank,1_0,1_0
Trank,Tranks,1_0,1_2
Tranks,Trank,1_2,1_0
Tranks,Tranks,1_2,1_2
zerstäube,zerstäube,1_0,1_0
zerstäube,zerstäubte,1_0,1_4
zerstäubte,zerstäube,1_4,1_0
zerstäubte,zerstäubte,1_4,1_4
gestoßenen,gestoßenen,1_1,1_1
gestoßenen,gestoßenes,1_1,1_2
gestoßenes,gestoßenen,1_2,1_1
gestoßenes,gestoßenes,1_2,1_2
Jozadak,Jozadak,1_0,1_0
Jozadak,Jozadaks,1_0,1_2
Jozadaks,Jozadak,1_2,1_0
Jozadaks,Jozadaks,1_2,1_2
Gersom,Gersom,1_0,1_0
Gersom,Gersoms,1_0,1_2
Gersoms,Gersom,1_2,1_0
Gersoms,Gersoms,1_2,1_2
Zohar,Zohar,1_0,1_0
Zohar,Zohars,1_0,1_2
Zohars,Zohar,1_2,1_0
Zohars,Zohars,1_2,1_2
Erlaßjahr,Erlaßjahr,1_0,1_0
Erlaßjahr,Erlaßjahrs,1_0,1_2
Erlaßjahrs,Erlaßjahr,1_2,1_0
Erlaßjahrs,Erlaßjahrs,1_2,1_2
Simson,Simson,1_1,1_1
Simson,Simsons,1_1,1_2
Simsons,Simson,1_2,1_1
Simsons,Simsons,1_2,1_2
Ikabod,Ikabod,1_0,1_0
Ikabod,Ikabods,1_0,1_2
Ikabods,Ikabod,1_2,1_0
Ikabods,Ikabods,1_2,1_2
Zephath,Zephath,1_0,1_0
Zephath,Zephatha,1_0,1_5
Zephatha,Zephath,1_5,1_0
Zephatha,Zephatha,1_5,1_5
höher,höher,1_0,1_0
höher,höhern,1_0,1_1
höhern,höher,1_1,1_0
höhern,höhern,1_1,1_1
Ai,Ai,1_0,1_0
Ai,Ais,1_0,1_2
Ai,Ain,1_0,1_1
Ais,Ai,1_2,1_0
Ais,Ais,1_2,1_2
Ais,Ain,1_2,1_1
Ain,Ai,1_1,1_0
Ain,Ais,1_1,1_2
Ain,Ain,1_1,1_1
zäumen,zäumen,1_1,1_1
zäumen,zäumte,1_1,1_4
zäumte,zäumen,1_4,1_1
zäumte,zäumte,1_4,1_4
Schaufel,Schaufel,1_0,1_0
Schaufel,Schaufeln,1_0,1_1
Schaufeln,Schaufel,1_1,1_0
Schaufeln,Schaufeln,1_1,1_1
Hor,Hor,1_0,1_0
Hor,Horiter,1_0,1_3
Hor,Horn,1_0,1_1
Horiter,Hor,1_3,1_0
Horiter,Horiter,1_3,1_3
Horiter,Horn,1_3,1_1
Horn,Hor,1_1,1_0
Horn,Horiter,1_1,1_3
Horn,Horn,1_1,1_1
Vorsteher,Vorsteher,1_0,1_0
Vorsteher,Vorstehern,1_0,1_1
Vorstehern,Vorsteher,1_1,1_0
Vorstehern,Vorstehern,1_1,1_1
Pöbelvolk,Pöbelvolk,1_0,1_0
Pöbelvolk,Pöbelvolks,1_0,1_2
Pöbelvolks,Pöbelvolk,1_2,1_0
Pöbelvolks,Pöbelvolks,1_2,1_2
Speisopfern,Speisopfern,1_1,1_1
Speisopfern,Speisopfers,1_1,1_2
Speisopfers,Speisopfern,1_2,1_1
Speisopfers,Speisopfers,1_2,1_2
Simea,Simea,1_0,1_0
Simea,Simeas,1_0,1_2
Simeas,Simea,1_2,1_0
Simeas,Simeas,1_2,1_2
wiederkehren,wiederkehren,1_1,1_1
wiederkehren,wiederkehrte,1_1,1_4
wiederkehrte,wiederkehren,1_4,1_1
wiederkehrte,wiederkehrte,1_4,1_4
Memuchan,Memuchan,1_1,1_1
Memuchan,Memuchans,1_1,1_2
Memuchans,Memuchan,1_2,1_1
Memuchans,Memuchans,1_2,1_2
Ostwind,Ostwind,1_0,1_0
Ostwind,Ostwinds,1_0,1_2
Ostwinds,Ostwind,1_2,1_0
Ostwinds,Ostwinds,1_2,1_2
Jerahmeel,Jerahmeel,1_0,1_0
Jerahmeel,Jerahmeels,1_0,1_2
Jerahmeel,Jerahmeeliter,1_0,1_3
Jerahmeels,Jerahmeel,1_2,1_0
Jerahmeels,Jerahmeels,1_2,1_2
Jerahmeels,Jerahmeeliter,1_2,1_3
Jerahmeeliter,Jerahmeel,1_3,1_0
Jerahmeeliter,Jerahmeels,1_3,1_2
Jerahmeeliter,Jerahmeeliter,1_3,1_3
Hotham,Hotham,1_0,1_0
Hotham,Hothams,1_0,1_2
Hothams,Hotham,1_2,1_0
Hothams,Hothams,1_2,1_2
Maria,Maria,1_0,1_0
Maria,Marias,1_0,1_2
Marias,Maria,1_2,1_0
Marias,Marias,1_2,1_2
Sadduzäer,Sadduzäer,1_0,1_0
Sadduzäer,Sadduzäern,1_0,1_1
Sadduzäern,Sadduzäer,1_1,1_0
Sadduzäern,Sadduzäern,1_1,1_1
Trunkene,Trunkene,1_0,1_0
Trunkene,Trunkenen,1_0,1_1
Trunkenen,Trunkene,1_1,1_0
Trunkenen,Trunkenen,1_1,1_1
Salma,Salma,1_0,1_0
Salma,Salmas,1_0,1_2
Salma,Salman,1_0,1_1
Salmas,Salma,1_2,1_0
Salmas,Salmas,1_2,1_2
Salmas,Salman,1_2,1_1
Salman,Salma,1_1,1_0
Salman,Salmas,1_1,1_2
Salman,Salman,1_1,1_1
Rehum,Rehum,1_0,1_0
Rehum,Rehuma,1_0,1_5
Rehuma,Rehum,1_5,1_0
Rehuma,Rehuma,1_5,1_5
Barak,Barak,1_0,1_0
Barak,Baraks,1_0,1_2
Baraks,Barak,1_2,1_0
Baraks,Baraks,1_2,1_2
Naphthali,Naphthali,1_0,1_0
Naphthali,Naphthalis,1_0,1_2
Naphthalis,Naphthali,1_2,1_0
Naphthalis,Naphthalis,1_2,1_2
Rimmon,Rimmon,1_1,1_1
Rimmon,Rimmons,1_1,1_2
Rimmons,Rimmon,1_2,1_1
Rimmons,Rimmons,1_2,1_2
Ulam,Ulam,1_0,1_0
Ulam,Ulams,1_0,1_2
Ulams,Ulam,1_2,1_0
Ulams,Ulams,1_2,1_2
Meron,Meron,1_1,1_1
Meron,Meros,1_1,1_2
Meros,Meron,1_2,1_1
Meros,Meros,1_2,1_2
Vorratshäuser,Vorratshäuser,1_0,1_0
Vorratshäuser,Vorratshäusern,1_0,1_1
Vorratshäusern,Vorratshäuser,1_1,1_0
Vorratshäusern,Vorratshäusern,1_1,1_1
gaffen,gaffen,1_0,1_0
gaffen,gafften,1_0,1_4
gafften,gaffen,1_4,1_0
gafften,gafften,1_4,1_4
Bluträcher,Bluträcher,1_0,1_0
Bluträcher,Bluträchers,1_0,1_2
Bluträchers,Bluträcher,1_2,1_0
Bluträchers,Bluträchers,1_2,1_2
Gesunde,Gesunde,1_0,1_0
Gesunde,Gesunden,1_0,1_1
Gesunden,Gesunde,1_1,1_0
Gesunden,Gesunden,1_1,1_1
stürmen,stürmen,1_1,1_1
stürmen,stürmte,1_1,1_4
stürmte,stürmen,1_4,1_1
stürmte,stürmte,1_4,1_4
Leibrock,Leibrock,1_0,1_0
Leibrock,Leibrocks,1_0,1_2
Leibrocks,Leibrock,1_2,1_0
Leibrocks,Leibrocks,1_2,1_2
Jedaja,Jedaja,1_0,1_0
Jedaja,Jedajas,1_0,1_2
Jedajas,Jedaja,1_2,1_0
Jedajas,Jedajas,1_2,1_2
Jesurun,Jesurun,1_1,1_1
Jesurun,Jesuruns,1_1,1_2
Jesuruns,Jesurun,1_2,1_1
Jesuruns,Jesuruns,1_2,1_2
Nebajoth,Nebajoth,1_0,1_0
Nebajoth,Nebajoths,1_0,1_2
Nebajoths,Nebajoth,1_2,1_0
Nebajoths,Nebajoths,1_2,1_2
Brüder,Brüder,1_0,1_0
Brüder,Brüdern,1_0,1_1
Brüdern,Brüder,1_1,1_0
Brüdern,Brüdern,1_1,1_1
Ahira,Ahira,1_0,1_0
Ahira,Ahiras,1_0,1_2
Ahiras,Ahira,1_2,1_0
Ahiras,Ahiras,1_2,1_2
Malluch,Malluch,1_0,1_0
Malluch,Malluchs,1_0,1_2
Malluchs,Malluch,1_2,1_0
Malluchs,Malluchs,1_2,1_2
Eliab,Eliab,1_0,1_0
Eliab,Eliabs,1_0,1_2
Eliabs,Eliab,1_2,1_0
Eliabs,Eliabs,1_2,1_2
Trauerkleider,Trauerkleider,1_0,1_0
Trauerkleider,Trauerkleidern,1_0,1_1
Trauerkleidern,Trauerkleider,1_1,1_0
Trauerkleidern,Trauerkleidern,1_1,1_1
Säufer,Säufer,1_0,1_0
Säufer,Säufern,1_0,1_1
Säufern,Säufer,1_1,1_0
Säufern,Säufern,1_1,1_1
Mäntel,Mäntel,1_0,1_0
Mäntel,Mänteln,1_0,1_1
Mänteln,Mäntel,1_1,1_0
Mänteln,Mänteln,1_1,1_1
Ämter,Ämter,1_0,1_0
Ämter,Ämtern,1_0,1_1
Ämtern,Ämter,1_1,1_0
Ämtern,Ämtern,1_1,1_1
Asriel,Asriel,1_0,1_0
Asriel,Asriels,1_0,1_2
Asriel,Asrieliter,1_0,1_3
Asriels,Asriel,1_2,1_0
Asriels,Asriels,1_2,1_2
Asriels,Asrieliter,1_2,1_3
Asrieliter,Asriel,1_3,1_0
Asrieliter,Asriels,1_3,1_2
Asrieliter,Asrieliter,1_3,1_3
Sachar,Sachar,1_0,1_0
Sachar,Sachars,1_0,1_2
Sachars,Sachar,1_2,1_0
Sachars,Sachars,1_2,1_2
Elead,Elead,1_0,1_0
Elead,Eleada,1_0,1_5
Eleada,Elead,1_5,1_0
Eleada,Eleada,1_5,1_5
Ehebruch,Ehebruch,1_0,1_0
Ehebruch,Ehebruchs,1_0,1_2
Ehebruchs,Ehebruch,1_2,1_0
Ehebruchs,Ehebruchs,1_2,1_2
Naera,Naera,1_0,1_0
Naera,Naeran,1_0,1_1
Naera,Naeras,1_0,1_2
Naeran,Naera,1_1,1_0
Naeran,Naeran,1_1,1_1
Naeran,Naeras,1_1,1_2
Naeras,Naera,1_2,1_0
Naeras,Naeran,1_2,1_1
Naeras,Naeras,1_2,1_2
Segel,Segel,1_0,1_0
Segel,Segeln,1_0,1_1
Segeln,Segel,1_1,1_0
Segeln,Segeln,1_1,1_1
Hosaja,Hosaja,1_0,1_0
Hosaja,Hosajas,1_0,1_2
Hosajas,Hosaja,1_2,1_0
Hosajas,Hosajas,1_2,1_2
reise,reise,1_0,1_0
reise,reisen,1_0,1_1
reise,reiste,1_0,1_4
reisen,reise,1_1,1_0
reisen,reisen,1_1,1_1
reisen,reiste,1_1,1_4
reiste,reise,1_4,1_0
reiste,reisen,1_4,1_1
reiste,reiste,1_4,1_4
Erdreich,Erdreich,1_0,1_0
Erdreich,Erdreichs,1_0,1_2
Erdreichs,Erdreich,1_2,1_0
Erdreichs,Erdreichs,1_2,1_2
Mas,Mas,1_2,1_2
Mas,Man,1_2,1_1
Man,Mas,1_1,1_2
Man,Man,1_1,1_1
Arvad,Arvad,1_0,1_0
Arvad,Arvaditer,1_0,1_3
Arvaditer,Arvad,1_3,1_0
Arvaditer,Arvaditer,1_3,1_3
Amoriter,Amoriter,1_0,1_0
Amoriter,Amoriters,1_0,1_2
Amoriter,Amoritern,1_0,1_1
Amoriters,Amoriter,1_2,1_0
Amoriters,Amoriters,1_2,1_2
Amoriters,Amoritern,1_2,1_1
Amoritern,Amoriter,1_1,1_0
Amoritern,Amoriters,1_1,1_2
Amoritern,Amoritern,1_1,1_1
Heiligtümer,Heiligtümer,1_0,1_0
Heiligtümer,Heiligtümern,1_0,1_1
Heiligtümern,Heiligtümer,1_1,1_0
Heiligtümern,Heiligtümern,1_1,1_1
durch,durch,1_0,1_0
durch,durchs,1_0,1_2
durchs,durch,1_2,1_0
durchs,durchs,1_2,1_2
Edom,Edom,1_0,1_0
Edom,Edomiter,1_0,1_3
Edom,Edoms,1_0,1_2
Edomiter,Edom,1_3,1_0
Edomiter,Edomiter,1_3,1_3
Edomiter,Edoms,1_3,1_2
Edoms,Edom,1_2,1_0
Edoms,Edomiter,1_2,1_3
Edoms,Edoms,1_2,1_2
Mahlon,Mahlon,1_1,1_1
Mahlon,Mahlons,1_1,1_2
Mahlons,Mahlon,1_2,1_1
Mahlons,Mahlons,1_2,1_2
Jerusalem,Jerusalem,1_0,1_0
Jerusalem,Jerusalems,1_0,1_2
Jerusalems,Jerusalem,1_2,1_0
Jerusalems,Jerusalems,1_2,1_2
Jephthah,Jephthah,1_0,1_0
Jephthah,Jephthahs,1_0,1_2
Jephthahs,Jephthah,1_2,1_0
Jephthahs,Jephthahs,1_2,1_2
Abda,Abda,1_0,1_0
Abda,Abdas,1_0,1_2
Abdas,Abda,1_2,1_0
Abdas,Abdas,1_2,1_2
Ungerechte,Ungerechte,1_0,1_0
Ungerechte,Ungerechten,1_0,1_1
Ungerechten,Ungerechte,1_1,1_0
Ungerechten,Ungerechten,1_1,1_1
Belsazer,Belsazer,1_0,1_0
Belsazer,Belsazers,1_0,1_2
Belsazers,Belsazer,1_2,1_0
Belsazers,Belsazers,1_2,1_2
Joah,Joah,1_0,1_0
Joah,Joahs,1_0,1_2
Joahs,Joah,1_2,1_0
Joahs,Joahs,1_2,1_2
Mauer,Mauer,1_0,1_0
Mauer,Mauern,1_0,1_1
Mauern,Mauer,1_1,1_0
Mauern,Mauern,1_1,1_1
Panzer,Panzer,1_0,1_0
Panzer,Panzers,1_0,1_2
Panzers,Panzer,1_2,1_0
Panzers,Panzers,1_2,1_2
Nehemia,Nehemia,1_0,1_0
Nehemia,Nehemias,1_0,1_2
Nehemias,Nehemia,1_2,1_0
Nehemias,Nehemias,1_2,1_2
Hezron,Hezron,1_1,1_1
Hezron,Hezrons,1_1,1_2
Hezrons,Hezron,1_2,1_1
Hezrons,Hezrons,1_2,1_2
Rote,Rote,1_0,1_0
Rote,Roten,1_0,1_1
Rote,Rotte,1_0,1_4
Roten,Rote,1_1,1_0
Roten,Roten,1_1,1_1
Roten,Rotte,1_1,1_4
Rotte,Rote,1_4,1_0
Rotte,Roten,1_4,1_1
Rotte,Rotte,1_4,1_4
Sisera,Sisera,1_0,1_0
Sisera,Siseras,1_0,1_2
Siseras,Sisera,1_2,1_0
Siseras,Siseras,1_2,1_2
Sepharvaim,Sepharvaim,1_0,1_0
Sepharvaim,Sepharvaims,1_0,1_2
Sepharvaims,Sepharvaim,1_2,1_0
Sepharvaims,Sepharvaims,1_2,1_2
Sean,Sean,1_1,1_1
Sean,Seans,1_1,1_2
Seans,Sean,1_2,1_1
Seans,Seans,1_2,1_2
Eljoenai,Eljoenai,1_0,1_0
Eljoenai,Eljoenais,1_0,1_2
Eljoenais,Eljoenai,1_2,1_0
Eljoenais,Eljoenais,1_2,1_2
Mangel,Mangel,1_0,1_0
Mangel,Mangels,1_0,1_2
Mangels,Mangel,1_2,1_0
Mangels,Mangels,1_2,1_2
Michael,Michael,1_0,1_0
Michael,Michaels,1_0,1_2
Michaels,Michael,1_2,1_0
Michaels,Michaels,1_2,1_2
Gaza,Gaza,1_0,1_0
Gaza,Gazas,1_0,1_2
Gazas,Gaza,1_2,1_0
Gazas,Gazas,1_2,1_2
Serubabel,Serubabel,1_0,1_0
Serubabel,Serubabels,1_0,1_2
Serubabels,Serubabel,1_2,1_0
Serubabels,Serubabels,1_2,1_2
Oheim,Oheim,1_0,1_0
Oheim,Oheims,1_0,1_2
Oheims,Oheim,1_2,1_0
Oheims,Oheims,1_2,1_2
Kräuter,Kräuter,1_0,1_0
Kräuter,Kräutern,1_0,1_1
Kräutern,Kräuter,1_1,1_0
Kräutern,Kräutern,1_1,1_1
Jedithun,Jedithun,1_1,1_1
Jedithun,Jedithuns,1_1,1_2
Jedithuns,Jedithun,1_2,1_1
Jedithuns,Jedithuns,1_2,1_2
Auszug,Auszug,1_0,1_0
Auszug,Auszugs,1_0,1_2
Auszugs,Auszug,1_2,1_0
Auszugs,Auszugs,1_2,1_2
Bethuel,Bethuel,1_0,1_0
Bethuel,Bethuels,1_0,1_2
Bethuels,Bethuel,1_2,1_0
Bethuels,Bethuels,1_2,1_2
Großväter,Großväter,1_0,1_0
Großväter,Großvätern,1_0,1_1
Großvätern,Großväter,1_1,1_0
Großvätern,Großvätern,1_1,1_1
posaunen,posaunen,1_1,1_1
posaunen,posaunte,1_1,1_4
posaunte,posaunen,1_4,1_1
posaunte,posaunte,1_4,1_4
Phul,Phul,1_0,1_0
Phul,Phuls,1_0,1_2
Phuls,Phul,1_2,1_0
Phuls,Phuls,1_2,1_2
Räucheraltar,Räucheraltar,1_0,1_0
Räucheraltar,Räucheraltars,1_0,1_2
Räucheraltars,Räucheraltar,1_2,1_0
Räucheraltars,Räucheraltars,1_2,1_2
Sisa,Sisa,1_0,1_0
Sisa,Sisas,1_0,1_2
Sisas,Sisa,1_2,1_0
Sisas,Sisas,1_2,1_2
Kranke,Kranke,1_0,1_0
Kranke,Kranken,1_0,1_1
Kranken,Kranke,1_1,1_0
Kranken,Kranken,1_1,1_1
Abraham,Abraham,1_0,1_0
Abraham,Abrahams,1_0,1_2
Abrahams,Abraham,1_2,1_0
Abrahams,Abrahams,1_2,1_2
Knäblein,Knäblein,1_1,1_1
Knäblein,Knäbleins,1_1,1_2
Knäbleins,Knäblein,1_2,1_1
Knäbleins,Knäbleins,1_2,1_2
einkehren,einkehren,1_1,1_1
einkehren,einkehrte,1_1,1_4
einkehrte,einkehren,1_4,1_1
einkehrte,einkehrte,1_4,1_4
Pedaja,Pedaja,1_0,1_0
Pedaja,Pedajas,1_0,1_2
Pedajas,Pedaja,1_2,1_0
Pedajas,Pedajas,1_2,1_2
Flügel,Flügel,1_0,1_0
Flügel,Flügeln,1_0,1_1
Flügel,Flügels,1_0,1_2
Flügeln,Flügel,1_1,1_0
Flügeln,Flügeln,1_1,1_1
Flügeln,Flügels,1_1,1_2
Flügels,Flügel,1_2,1_0
Flügels,Flügeln,1_2,1_1
Flügels,Flügels,1_2,1_2
wanken,wanken,1_1,1_1
wanken,wankte,1_1,1_4
wankte,wanken,1_4,1_1
wankte,wankte,1_4,1_4
Acker,Acker,1_0,1_0
Acker,Ackers,1_0,1_2
Ackers,Acker,1_2,1_0
Ackers,Ackers,1_2,1_2
Uri,Uri,1_0,1_0
Uri,Uris,1_0,1_2
Uri,Uria,1_0,1_5
Uris,Uri,1_2,1_0
Uris,Uris,1_2,1_2
Uris,Uria,1_2,1_5
Uria,Uri,1_5,1_0
Uria,Uris,1_5,1_2
Uria,Uria,1_5,1_5
Ruhebetten,Ruhebetten,1_1,1_1
Ruhebetten,Ruhebettes,1_1,1_2
Ruhebettes,Ruhebetten,1_2,1_1
Ruhebettes,Ruhebettes,1_2,1_2
Totschläger,Totschläger,1_0,1_0
Totschläger,Totschlägers,1_0,1_2
Totschläger,Totschlägern,1_0,1_1
Totschlägers,Totschläger,1_2,1_0
Totschlägers,Totschlägers,1_2,1_2
Totschlägers,Totschlägern,1_2,1_1
Totschlägern,Totschläger,1_1,1_0
Totschlägern,Totschlägers,1_1,1_2
Totschlägern,Totschlägern,1_1,1_1
Mörser,Mörser,1_0,1_0
Mörser,Mörsern,1_0,1_1
Mörsern,Mörser,1_1,1_0
Mörsern,Mörsern,1_1,1_1
auf,auf,1_0,1_0
auf,aufs,1_0,1_2
aufs,auf,1_2,1_0
aufs,aufs,1_2,1_2
Vormünder,Vormünder,1_0,1_0
Vormünder,Vormündern,1_0,1_1
Vormündern,Vormünder,1_1,1_0
Vormündern,Vormündern,1_1,1_1
Thathnai,Thathnai,1_0,1_0
Thathnai,Thathnais,1_0,1_2
Thathnais,Thathnai,1_2,1_0
Thathnais,Thathnais,1_2,1_2
Bigtha,Bigtha,1_0,1_0
Bigtha,Bigthan,1_0,1_1
Bigthan,Bigtha,1_1,1_0
Bigthan,Bigthan,1_1,1_1
Vorhöfe,Vorhöfe,1_0,1_0
Vorhöfe,Vorhöfen,1_0,1_1
Vorhöfen,Vorhöfe,1_1,1_0
Vorhöfen,Vorhöfen,1_1,1_1
Äcker,Äcker,1_0,1_0
Äcker,Äckern,1_0,1_1
Äckern,Äcker,1_1,1_0
